"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
130,20248,C1CS/C(=N\C2=NSC=C2)N1,10,0,10,0,0,-0.2525,-0.5669,100.00,7,10,70.0,-0.567,0.078,LOWEST ATTR (INACTIVE): CHEMBL410649 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=C([N+](=O)[O-])C=C1 | Attribution: -0.567 | Prediction: 0.042 | MW: 382.4 | LogP: 4.10,HIGHEST ATTR (INACTIVE): CHEMBL264164 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=CC=C1Cl | Attribution: 0.078 | Prediction: 0.061 | MW: 371.9 | LogP: 4.84,,INACTIVE w/ POS ATTR: CHEMBL264164 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=CC=C1Cl | Attribution: 0.078 | Prediction: 0.061 | MW: 371.9
131,17278,C1=CC=C2NC(=CC2=C1)CNC1=NC=CS1,11,1,10,0,0,-0.2393,-0.7364,90.91,8,11,72.7,-0.736,0.000,LOWEST ATTR (INACTIVE): CHEMBL4469456 | SMILES: CCOC(=O)C1CC2=C(CN1C1=NC3=CC=C(Cl)C=C3S1)NC1=CC=C(Cl)C=C21 | Attribution: -0.736 | Prediction: 0.061 | MW: 446.4 | LogP: 5.58,HIGHEST ATTR (INACTIVE): CHEMBL4531576 | SMILES: CCN1C2=C(CCN(C3=NC4=CC=C(Cl)C=C4S3)C2)C2=CC(Cl)=CC=C21 | Attribution: 0.000 | Prediction: 0.153 | MW: 402.4 | LogP: 6.14,ACTIVE w/ NEG ATTR: CHEMBL4457510 | SMILES: ClC1=CC=C2NC3=C(CCN(C4=NC5=C(Cl)C(Cl)=C(Cl)C=C5S4)C3)C2=C1 | Attribution: -0.114 | Prediction: 0.651 | MW: 443.2,INACTIVE w/ POS ATTR: CHEMBL4531576 | SMILES: CCN1C2=C(CCN(C3=NC4=CC=C(Cl)C=C4S3)C2)C2=CC(Cl)=CC=C21 | Attribution: 0.000 | Prediction: 0.153 | MW: 402.4
132,44655,C1=CC(C2=CC=CC=C2)N2C/C(=C/C3=CNC4=CC=CC=C34)SC2=N1,10,0,10,0,0,-0.2354,-0.4817,100.00,9,10,90.0,-0.482,-0.060,LOWEST ATTR (INACTIVE): CHEMBL3322492 | SMILES: COC1=CC=C2C3=C(CCC2=C1)C(C1=CC=CC([N+](=O)[O-])=C1)N1C(=N3)S/C(=C\C2=CNC3=CC=CC=C23)C1=O | Attribution: -0.482 | Prediction: 0.134 | MW: 534.6 | LogP: 4.72,HIGHEST ATTR (INACTIVE): CHEMBL3322485 | SMILES: O=C1/C(=C/C2=CNC3=CC=CC=C23)SC2=NC3=C(CCC4=CC=CC=C34)C(C3=CC=C(Cl)C=C3)N21 | Attribution: -0.060 | Prediction: 0.150 | MW: 494.0 | LogP: 5.45,,
133,44653,C(\CC1=CC=CC=C1)=C1/CN2CC3=C(N=C2S1)C1=CC=CC=C1CC3,10,0,10,0,0,-0.2327,-0.5503,100.00,8,10,80.0,-0.550,0.016,LOWEST ATTR (INACTIVE): CHEMBL3322492 | SMILES: COC1=CC=C2C3=C(CCC2=C1)C(C1=CC=CC([N+](=O)[O-])=C1)N1C(=N3)S/C(=C\C2=CNC3=CC=CC=C23)C1=O | Attribution: -0.550 | Prediction: 0.134 | MW: 534.6 | LogP: 4.72,HIGHEST ATTR (INACTIVE): CHEMBL3322497 | SMILES: COC1=CC=C2C3=C(CCC2=C1)C(C1=CC=C(F)C=C1)N1C(=N3)S/C(=C\C2=CNC3=CC=C(OC)C=C23)C1=O | Attribution: 0.016 | Prediction: 0.156 | MW: 537.6 | LogP: 4.96,,INACTIVE w/ POS ATTR: CHEMBL3322497 | SMILES: COC1=CC=C2C3=C(CCC2=C1)C(C1=CC=C(F)C=C1)N1C(=N3)S/C(=C\C2=CNC3=CC=C(OC)C=C23)C1=O | Attribution: 0.016 | Prediction: 0.156 | MW: 537.6
134,39998,C(CNCC1=CN(SC2=CC=CC=C2)C=N1)NCNC1=NC=CS1,10,0,10,0,0,-0.1826,-0.5337,100.00,6,10,60.0,-0.534,-0.016,LOWEST ATTR (INACTIVE): CHEMBL2261582 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C([N+](=O)[O-])C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.534 | Prediction: 0.013 | MW: 584.6 | LogP: 2.09,HIGHEST ATTR (INACTIVE): CHEMBL2261579 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.016 | Prediction: 0.025 | MW: 539.6 | LogP: 2.18,,
135,40002,C(CNCC1=CN(SC2=CC=CC=C2)C=N1)NCNC1=NC2=CC=CC=C2S1,10,0,10,0,0,-0.1285,-0.3064,100.00,5,10,50.0,-0.306,-0.024,LOWEST ATTR (INACTIVE): CHEMBL2261582 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C([N+](=O)[O-])C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.306 | Prediction: 0.013 | MW: 584.6 | LogP: 2.09,HIGHEST ATTR (INACTIVE): CHEMBL2261579 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.024 | Prediction: 0.025 | MW: 539.6 | LogP: 2.18,,
136,25645,C1C=C[C@@H](C/C=C/CCCC2CCCCC2)O1,9,0,9,0,0,-0.7511,-0.7616,100.00,9,9,100.0,-0.762,-0.710,LOWEST ATTR (INACTIVE): CHEMBL4635818 | SMILES: COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1CC[C@@](C)(O)[C@@H]2CC/C(C)=C/[C@H](O)[C@H]1OC(=O)C=C1C | Attribution: -0.762 | Prediction: 0.017 | MW: 448.6 | LogP: 4.09,HIGHEST ATTR (INACTIVE): CHEMBL4646542 | SMILES: COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1[C@@H](O)C[C@@](C)(O)[C@@H]2CC/C(C)=C/C[C@H]1OC(=O)C=C1C | Attribution: -0.710 | Prediction: 0.022 | MW: 448.6 | LogP: 4.09,,
137,20251,C(=C/C1=CC=CC=C1)/S\C=N/CC1=CC=CC=C1,9,0,9,0,0,-0.7280,-0.7616,100.00,9,9,100.0,-0.762,-0.634,LOWEST ATTR (INACTIVE): CHEMBL261267 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=CC([N+](=O)[O-])=C1 | Attribution: -0.762 | Prediction: 0.047 | MW: 382.4 | LogP: 4.10,HIGHEST ATTR (INACTIVE): CHEMBL264164 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=CC=C1Cl | Attribution: -0.634 | Prediction: 0.061 | MW: 371.9 | LogP: 4.84,,
138,44660,C1=CC(C2=CC=CC=C2)N(C=N1)C\C=C\C1=CNC2=CC=CC=C12,9,0,9,0,0,-0.7151,-0.7616,100.00,9,9,100.0,-0.762,-0.659,LOWEST ATTR (INACTIVE): CHEMBL3322492 | SMILES: COC1=CC=C2C3=C(CCC2=C1)C(C1=CC=CC([N+](=O)[O-])=C1)N1C(=N3)S/C(=C\C2=CNC3=CC=CC=C23)C1=O | Attribution: -0.762 | Prediction: 0.134 | MW: 534.6 | LogP: 4.72,HIGHEST ATTR (INACTIVE): CHEMBL3322485 | SMILES: O=C1/C(=C/C2=CNC3=CC=CC=C23)SC2=NC3=C(CCC4=CC=CC=C34)C(C3=CC=C(Cl)C=C3)N21 | Attribution: -0.659 | Prediction: 0.150 | MW: 494.0 | LogP: 5.45,,
139,20254,C1N/C(=N/CC2=CC=CC=C2)S/C1=C\C1=CC=CC=C1,9,0,9,0,0,-0.7023,-0.7434,100.00,9,9,100.0,-0.743,-0.604,LOWEST ATTR (INACTIVE): CHEMBL260887 | SMILES: COC1=CC=C(/C=C2\S/C(=N\C3=NSC4=CC=CC=C34)NC2=O)C=C1 | Attribution: -0.743 | Prediction: 0.043 | MW: 367.5 | LogP: 4.20,HIGHEST ATTR (INACTIVE): CHEMBL264164 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=CC=C1Cl | Attribution: -0.604 | Prediction: 0.061 | MW: 371.9 | LogP: 4.84,,
140,25646,C1C=C[C@@H](C/C=C/CC[C@H]2CCCCC2)O1,9,0,9,0,0,-0.6930,-0.7616,100.00,9,9,100.0,-0.762,-0.525,LOWEST ATTR (INACTIVE): CHEMBL4646542 | SMILES: COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1[C@@H](O)C[C@@](C)(O)[C@@H]2CC/C(C)=C/C[C@H]1OC(=O)C=C1C | Attribution: -0.762 | Prediction: 0.022 | MW: 448.6 | LogP: 4.09,HIGHEST ATTR (INACTIVE): CHEMBL4633329 | SMILES: CC1=CC(=O)O[C@@H]1C/C=C(\C)CC[C@@H]1[C@@]2(C)CCC[C@@]3(C)C(=O)O[C@@H](C[C@@]1(C)O)[C@H]23 | Attribution: -0.525 | Prediction: 0.025 | MW: 416.6 | LogP: 4.48,,
141,49128,C1=CC=C2SCCCC2=C1,9,0,9,0,0,-0.6608,-0.7616,100.00,9,9,100.0,-0.762,-0.503,LOWEST ATTR (INACTIVE): CHEMBL460936 | SMILES: CC1(C)CCSC2=CC=C(C#CC3=CC=C(C4=NC5=CC=CC=C5N4)C=C3)C=C21 | Attribution: -0.762 | Prediction: 0.036 | MW: 394.5 | LogP: 6.40,HIGHEST ATTR (INACTIVE): CHEMBL511281 | SMILES: CCCCN1C(C2=CC=C(C#CC3=CC=C4SCCC(C)(C)C4=C3)C=C2)=NC2=CC=CC=C21 | Attribution: -0.503 | Prediction: 0.020 | MW: 450.7 | LogP: 7.68,,
142,28770,C1=CC=C(CCNC2=C3N=NN([C@@H]4CCCC4)C3=NC=N2)C=C1,9,0,9,0,0,-0.6567,-0.7307,100.00,9,9,100.0,-0.731,-0.492,LOWEST ATTR (INACTIVE): CHEMBL4791751 | SMILES: CCCSC1=NC(NCCC2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.731 | Prediction: 0.074 | MW: 510.6 | LogP: 1.70,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.492 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,
143,23255,C(=C/C1=CN=CN1)/OC1=CC=CC=C1,9,0,9,0,0,-0.6427,-0.7077,100.00,9,9,100.0,-0.708,-0.592,LOWEST ATTR (INACTIVE): CHEMBL251192 | SMILES: CN1C=NC([N+](=O)[O-])=C1/C=C1\OC2=CC(Cl)=CC=C2C1=O | Attribution: -0.708 | Prediction: 0.019 | MW: 305.7 | LogP: 2.60,HIGHEST ATTR (INACTIVE): CHEMBL251194 | SMILES: CN1C=NC([N+](=O)[O-])=C1/C=C1\OC2=C(Cl)C=CC=C2C1=O | Attribution: -0.592 | Prediction: 0.031 | MW: 305.7 | LogP: 2.60,,
144,49131,C(#CC1=CC=C2SCCCC2=C1)C1=CC=C(C2=NC3=CC=CC=C3N2)C=C1,9,0,9,0,0,-0.6248,-0.7616,100.00,9,9,100.0,-0.762,-0.375,LOWEST ATTR (INACTIVE): CHEMBL472549 | SMILES: COC(=O)N1C(C2=CC=C(C#CC3=CC=C4SCCC(C)(C)C4=C3)C=C2)=NC2=CC=CC=C21 | Attribution: -0.762 | Prediction: 0.012 | MW: 452.6 | LogP: 6.49,HIGHEST ATTR (INACTIVE): CHEMBL460936 | SMILES: CC1(C)CCSC2=CC=C(C#CC3=CC=C(C4=NC5=CC=CC=C5N4)C=C3)C=C21 | Attribution: -0.375 | Prediction: 0.036 | MW: 394.5 | LogP: 6.40,,
145,36019,C1=CC=C(C2=CC(OCCN3CCCCCC3)=C3C=CC=CC3=N2)C=C1,9,0,9,0,0,-0.5815,-0.7616,100.00,9,9,100.0,-0.762,-0.247,LOWEST ATTR (INACTIVE): CHEMBL5208433 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCCC3)=C3C=C(OCCC)C=CC3=N2)C=C1 | Attribution: -0.762 | Prediction: 0.032 | MW: 462.6 | LogP: 6.73,HIGHEST ATTR (INACTIVE): CHEMBL5169434 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCCC3)=C3C=C(C(F)(F)F)C=CC3=N2)C=C1 | Attribution: -0.247 | Prediction: 0.073 | MW: 472.6 | LogP: 6.96,,
146,49130,C(#CC1=CC=C2SCCCC2=C1)C1=CC=C(C2=NC=CN2)C=C1,9,0,9,0,0,-0.5702,-0.7414,100.00,9,9,100.0,-0.741,-0.243,LOWEST ATTR (INACTIVE): CHEMBL472206 | SMILES: CCCCOC(=O)N1C(C2=CC=C(C#CC3=CC=C4SCCC(C)(C)C4=C3)C=C2)=NC2=CC=CC=C21 | Attribution: -0.741 | Prediction: 0.018 | MW: 494.7 | LogP: 7.66,HIGHEST ATTR (INACTIVE): CHEMBL460936 | SMILES: CC1(C)CCSC2=CC=C(C#CC3=CC=C(C4=NC5=CC=CC=C5N4)C=C3)C=C21 | Attribution: -0.243 | Prediction: 0.036 | MW: 394.5 | LogP: 6.40,,
147,49129,C(#CC1=CC=C2SCCCC2=C1)C1=CC=CC=C1,9,0,9,0,0,-0.5604,-0.6347,100.00,9,9,100.0,-0.635,-0.507,LOWEST ATTR (INACTIVE): CHEMBL472201 | SMILES: CN1C(C2=CC=C(C#CC3=CC=C4SCCC(C)(C)C4=C3)C=C2)=NC2=CC=CC=C21 | Attribution: -0.635 | Prediction: 0.032 | MW: 408.6 | LogP: 6.41,HIGHEST ATTR (INACTIVE): CHEMBL511281 | SMILES: CCCCN1C(C2=CC=C(C#CC3=CC=C4SCCC(C)(C)C4=C3)C=C2)=NC2=CC=CC=C21 | Attribution: -0.507 | Prediction: 0.020 | MW: 450.7 | LogP: 7.68,,
148,28767,C(NCCC1=CC=CC=C1)C1=CN([C@@H]2CCCC2)N=N1,9,0,9,0,0,-0.5282,-0.6568,100.00,9,9,100.0,-0.657,-0.216,LOWEST ATTR (INACTIVE): CHEMBL4777932 | SMILES: O[C@@H]1[C@H](O)[C@@H](O)C[C@H]1N1N=NC2=C(N[C@@H]3C[C@H]3C3=CC=C(F)C(F)=C3)N=C(Cl)N=C21 | Attribution: -0.657 | Prediction: 0.040 | MW: 438.8 | LogP: 1.15,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.216 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,
149,36018,C1=CC=C(C2=CC(OCCN3CCCCCC3)=CC=N2)C=C1,9,0,9,0,0,-0.5098,-0.7616,100.00,8,9,88.9,-0.762,0.494,LOWEST ATTR (INACTIVE): CHEMBL4172225 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCCC3)=C3C=C(OC)C=C(OC)C3=N2)C=C1 | Attribution: -0.762 | Prediction: 0.047 | MW: 464.6 | LogP: 5.96,HIGHEST ATTR (INACTIVE): CHEMBL5170795 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCCC3)=C3C=C(SC)C=CC3=N2)C=C1 | Attribution: 0.494 | Prediction: 0.075 | MW: 450.6 | LogP: 6.67,,INACTIVE w/ POS ATTR: CHEMBL5170795 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCCC3)=C3C=C(SC)C=CC3=N2)C=C1 | Attribution: 0.494 | Prediction: 0.075 | MW: 450.6
150,20255,C(=C/C1=CC=CC=C1)/S\C=N/C1=NSC2=CC=CC=C12,9,0,9,0,0,-0.4226,-0.6308,100.00,9,9,100.0,-0.631,-0.231,LOWEST ATTR (INACTIVE): CHEMBL410649 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=C([N+](=O)[O-])C=C1 | Attribution: -0.631 | Prediction: 0.042 | MW: 382.4 | LogP: 4.10,HIGHEST ATTR (INACTIVE): CHEMBL264164 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=CC=C1Cl | Attribution: -0.231 | Prediction: 0.061 | MW: 371.9 | LogP: 4.84,,
151,20256,C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=CC=C1,9,0,9,0,0,-0.3683,-0.5850,100.00,9,9,100.0,-0.585,-0.180,LOWEST ATTR (INACTIVE): CHEMBL410649 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=C([N+](=O)[O-])C=C1 | Attribution: -0.585 | Prediction: 0.042 | MW: 382.4 | LogP: 4.10,HIGHEST ATTR (INACTIVE): CHEMBL264164 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=CC=C1Cl | Attribution: -0.180 | Prediction: 0.061 | MW: 371.9 | LogP: 4.84,,
152,20250,C(=C/C1=CC=CC=C1)/S\C=N/C1=NSC=C1,9,0,9,0,0,-0.3294,-0.5891,100.00,9,9,100.0,-0.589,-0.138,LOWEST ATTR (INACTIVE): CHEMBL410649 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=C([N+](=O)[O-])C=C1 | Attribution: -0.589 | Prediction: 0.042 | MW: 382.4 | LogP: 4.10,HIGHEST ATTR (INACTIVE): CHEMBL264164 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=CC=C1Cl | Attribution: -0.138 | Prediction: 0.061 | MW: 371.9 | LogP: 4.84,,
153,36017,C(OCCN1CCCCCC1)C1=CC=CC=C1,9,0,9,0,0,-0.3179,-0.4443,100.00,9,9,100.0,-0.444,-0.166,LOWEST ATTR (INACTIVE): CHEMBL5170795 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCCC3)=C3C=C(SC)C=CC3=N2)C=C1 | Attribution: -0.444 | Prediction: 0.075 | MW: 450.6 | LogP: 6.67,HIGHEST ATTR (INACTIVE): CHEMBL4172225 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCCC3)=C3C=C(OC)C=C(OC)C3=N2)C=C1 | Attribution: -0.166 | Prediction: 0.047 | MW: 464.6 | LogP: 5.96,,
154,36020,C1=CC2=NC=CC(OCCN3CCCCCC3)=C2C=C1,9,0,9,0,0,-0.3039,-0.5400,100.00,8,9,88.9,-0.540,-0.059,LOWEST ATTR (INACTIVE): CHEMBL5208433 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCCC3)=C3C=C(OCCC)C=CC3=N2)C=C1 | Attribution: -0.540 | Prediction: 0.032 | MW: 462.6 | LogP: 6.73,HIGHEST ATTR (INACTIVE): CHEMBL5169434 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCCC3)=C3C=C(C(F)(F)F)C=CC3=N2)C=C1 | Attribution: -0.059 | Prediction: 0.073 | MW: 472.6 | LogP: 6.96,,
155,20253,C1N/C(=N/C2=NSC=C2)S/C1=C\C1=CC=CC=C1,9,0,9,0,0,-0.2679,-0.5447,100.00,9,9,100.0,-0.545,-0.101,LOWEST ATTR (INACTIVE): CHEMBL410649 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=C([N+](=O)[O-])C=C1 | Attribution: -0.545 | Prediction: 0.042 | MW: 382.4 | LogP: 4.10,HIGHEST ATTR (INACTIVE): CHEMBL264164 | SMILES: O=C1N/C(=N/C2=NSC3=CC=CC=C23)S/C1=C\C1=CC=CC=C1Cl | Attribution: -0.101 | Prediction: 0.061 | MW: 371.9 | LogP: 4.84,,
156,6641,C1NCN(C2=CON=C2)S1,9,0,9,0,0,-0.2630,-0.3623,100.00,9,9,100.0,-0.362,-0.139,LOWEST ATTR (INACTIVE): CHEMBL4636702 | SMILES: CC1=NOC(C)=C1N1SC(=O)N(C(C)C)C1=O | Attribution: -0.362 | Prediction: 0.022 | MW: 255.3 | LogP: 1.25,HIGHEST ATTR (INACTIVE): CHEMBL4637697 | SMILES: COC1=CC=C(CN2C(=O)SN(C3=C(C)ON=C3C)C2=O)C=C1 | Attribution: -0.139 | Prediction: 0.023 | MW: 333.4 | LogP: 1.72,,
157,17279,C1=CC=C2NC(=CC2=C1)CNC1=NC2=CC=CC=C2S1,10,1,9,0,0,-0.2130,-0.7616,90.00,6,10,60.0,-0.762,0.505,LOWEST ATTR (INACTIVE): CHEMBL4469456 | SMILES: CCOC(=O)C1CC2=C(CN1C1=NC3=CC=C(Cl)C=C3S1)NC1=CC=C(Cl)C=C21 | Attribution: -0.762 | Prediction: 0.061 | MW: 446.4 | LogP: 5.58,HIGHEST ATTR (ACTIVE): CHEMBL4457510 | SMILES: ClC1=CC=C2NC3=C(CCN(C4=NC5=C(Cl)C(Cl)=C(Cl)C=C5S4)C3)C2=C1 | Attribution: 0.505 | Prediction: 0.651 | MW: 443.2 | LogP: 6.95,,
158,36016,C1=CC(OCCN2CCCCCC2)=CC=N1,9,0,9,0,0,-0.2071,-0.6125,100.00,7,9,77.8,-0.612,0.631,LOWEST ATTR (INACTIVE): CHEMBL5206059 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCCC3)=C3C=C(C#N)C=CC3=N2)C=C1 | Attribution: -0.612 | Prediction: 0.032 | MW: 429.6 | LogP: 5.82,HIGHEST ATTR (INACTIVE): CHEMBL5170795 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCCC3)=C3C=C(SC)C=CC3=N2)C=C1 | Attribution: 0.631 | Prediction: 0.075 | MW: 450.6 | LogP: 6.67,,INACTIVE w/ POS ATTR: CHEMBL5170795 | SMILES: CCCOC1=CC=C(C2=CC(OCCN3CCCCCC3)=C3C=C(SC)C=CC3=N2)C=C1 | Attribution: 0.631 | Prediction: 0.075 | MW: 450.6
159,33124,C(OCC1=CNN=N1)C1=CC2=CC=CC=C2N1,9,0,9,0,0,-0.1423,-0.6654,100.00,5,9,55.6,-0.665,0.761,LOWEST ATTR (INACTIVE): CHEMBL3780623 | SMILES: CCCCC1=CC=C(N2C=C(COC(=O)C3=CC4=CC=CC=C4N3CC3=CN(C4=CC=C(CCCC)C=C4)N=N3)N=N2)C=C1 | Attribution: -0.665 | Prediction: 0.115 | MW: 587.7 | LogP: 6.89,HIGHEST ATTR (INACTIVE): CHEMBL3779959 | SMILES: O=C(OCC1=CN(C2=CC=CC=C2Br)N=N1)C1=CC2=CC=CC=C2N1 | Attribution: 0.761 | Prediction: 0.264 | MW: 397.2 | LogP: 3.87,,INACTIVE w/ POS ATTR: CHEMBL3779959 | SMILES: O=C(OCC1=CN(C2=CC=CC=C2Br)N=N1)C1=CC2=CC=CC=C2N1 | Attribution: 0.761 | Prediction: 0.264 | MW: 397.2
160,19978,C(C=C[C@@H]1CC(COCC2=CC=CC=C2)CCC1)CC1CCCCC1,8,0,8,0,0,-0.7538,-0.7616,100.00,8,8,100.0,-0.762,-0.740,LOWEST ATTR (INACTIVE): CHEMBL4593607 | SMILES: CC1(C)[C@H](O)[C@@H]2O[C@@H]2[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.762 | Prediction: 0.016 | MW: 574.8 | LogP: 7.06,HIGHEST ATTR (INACTIVE): CHEMBL4581426 | SMILES: CC1(C)C(=O)[C@@H]2O[C@@H]2[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.740 | Prediction: 0.012 | MW: 572.8 | LogP: 7.27,,
161,35760,C(NNCC1=CN=NS1)NC1=CC=CC=C1,8,0,8,0,0,-0.7355,-0.7616,100.00,8,8,100.0,-0.762,-0.644,LOWEST ATTR (INACTIVE): CHEMBL1910104 | SMILES: CC1=C(C(=O)NNC(=S)NC2=CC(F)=CC=C2F)SN=N1 | Attribution: -0.762 | Prediction: 0.005 | MW: 329.4 | LogP: 1.76,HIGHEST ATTR (INACTIVE): CHEMBL1910101 | SMILES: CC1=C(C(=O)NNC(=S)NC2=CC=CC=C2C(F)(F)F)SN=N1 | Attribution: -0.644 | Prediction: 0.004 | MW: 361.4 | LogP: 2.50,,
162,28772,C1=CC=C([C@@H]2C[C@H]2NC2=C3N=NN([C@@H]4CCCC4)C3=NC=N2)C=C1,8,0,8,0,0,-0.6681,-0.7616,100.00,8,8,100.0,-0.762,-0.500,LOWEST ATTR (INACTIVE): CHEMBL4781299 | SMILES: OCCCSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.762 | Prediction: 0.054 | MW: 538.6 | LogP: 0.99,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.500 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,
163,24390,C(N/N=C/CCCC[C@@H]1CCCC2CCC[C@@H]12)NC1=CC=CC=C1,8,0,8,0,0,-0.6668,-0.7478,100.00,8,8,100.0,-0.748,-0.572,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.748 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203951 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=CC6=CC=CC=C56)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.572 | Prediction: 0.086 | MW: 601.9 | LogP: 7.91,,
164,9875,C1C=CCC2=C1NCCS2,8,0,8,0,0,-0.6660,-0.7616,100.00,8,8,100.0,-0.762,-0.586,LOWEST ATTR (INACTIVE): CHEMBL4075066 | SMILES: CC(C)=CCC1=CC(O)=CC2=C1OC(C=C(C)C)C1=C2C(=O)C2=C(NCCS2(=O)=O)C1=O | Attribution: -0.762 | Prediction: 0.040 | MW: 455.5 | LogP: 2.76,HIGHEST ATTR (INACTIVE): CHEMBL4066468 | SMILES: CC(C)=CCC/C(C)=C/CC1=CC2=C(C=C1O)C1=C(C(=O)C3=C(C1=O)S(=O)(=O)CCN3)C(/C=C(\C)CCC=C(C)C)O2 | Attribution: -0.586 | Prediction: 0.033 | MW: 591.8 | LogP: 6.22,,
