"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
146,229197,C1C[C@@H](C2=CC(/N=N/C3=CC=CC=C3)=CC=C2)N1,6,0,6,0,0,-0.5375,-0.5531,100.00,6,6,100.0,-0.553,-0.499,LOWEST ATTR (INACTIVE): CHEMBL227161 | SMILES: O=C1[C@@H](Cl)[C@@H](C2=CC(/N=N/C3=CC=CC([N+](=O)[O-])=C3)=CC=C2O)N1C1=CC=C(Cl)C=C1 | Attribution: -0.553 | Prediction: 0.162 | MW: 457.3 | LogP: 6.06,HIGHEST ATTR (INACTIVE): CHEMBL388963 | SMILES: O=C1[C@@H](Cl)[C@@H](C2=CC(/N=N/C3=CC=C([N+](=O)[O-])C=C3)=CC=C2O)N1C1=CC=C(Br)C=C1 | Attribution: -0.499 | Prediction: 0.169 | MW: 501.7 | LogP: 6.17,,
147,229817,C1NCN(/N=C/C2=CC3=CC=CC=C3N3N=NN=C23)C/C1=C/C1=CC=CC=C1,6,0,6,0,0,-0.5316,-0.5565,100.00,6,6,100.0,-0.557,-0.507,LOWEST ATTR (INACTIVE): CHEMBL4520047 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=C(Cl)C=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.557 | Prediction: 0.015 | MW: 538.0 | LogP: 4.51,HIGHEST ATTR (INACTIVE): CHEMBL4520490 | SMILES: CC1=CC=C(N2C(=O)/C(=C\C3=CC=C(N(C)C)C=C3)C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C2=S)C=C1 | Attribution: -0.507 | Prediction: 0.014 | MW: 560.6 | LogP: 4.23,,
148,229815,C1/C(=C/C2=CC=CC=C2)CN(C2=CC=CC=C2)CN1/N=C/C1=CC=CN2N=NN=C12,6,0,6,0,0,-0.5117,-0.5767,100.00,6,6,100.0,-0.577,-0.470,LOWEST ATTR (INACTIVE): CHEMBL4520047 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=C(Cl)C=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.577 | Prediction: 0.015 | MW: 538.0 | LogP: 4.51,HIGHEST ATTR (INACTIVE): CHEMBL4520490 | SMILES: CC1=CC=C(N2C(=O)/C(=C\C3=CC=C(N(C)C)C=C3)C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C2=S)C=C1 | Attribution: -0.470 | Prediction: 0.014 | MW: 560.6 | LogP: 4.23,,
149,229818,C1/C(=C/C2=CC=CC=C2)CN(C2=CC=CC=C2)CN1/N=C/CC1=NN=NN1,6,0,6,0,0,-0.5103,-0.5722,100.00,6,6,100.0,-0.572,-0.474,LOWEST ATTR (INACTIVE): CHEMBL4520047 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=C(Cl)C=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.572 | Prediction: 0.015 | MW: 538.0 | LogP: 4.51,HIGHEST ATTR (INACTIVE): CHEMBL4520490 | SMILES: CC1=CC=C(N2C(=O)/C(=C\C3=CC=C(N(C)C)C=C3)C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C2=S)C=C1 | Attribution: -0.474 | Prediction: 0.014 | MW: 560.6 | LogP: 4.23,,
150,231872,C1CC(CC2CCCCC2)CC1,6,0,6,0,0,-0.4951,-0.7616,100.00,6,6,100.0,-0.762,-0.370,LOWEST ATTR (INACTIVE): CHEMBL523412 | SMILES: C=C1[C@H]2C[C@@]3(C[C@H](OC(C)=O)[C@@H]4C(C)(C)CCC[C@@]4(C)C3=CC2=O)[C@@H]1OC(C)=O | Attribution: -0.762 | Prediction: 0.008 | MW: 400.5 | LogP: 4.16,HIGHEST ATTR (INACTIVE): CHEMBL497691 | SMILES: C=C1C(=O)[C@@]23C[C@H](OC(C)=O)[C@@H]4C(C)(C)CC[C@H](O)[C@@]4(C)C2=C[C@@H](O)[C@@H]1C3 | Attribution: -0.370 | Prediction: 0.021 | MW: 374.5 | LogP: 2.56,,
151,229819,C1CN(/N=C/C2=CC3=CC=CC=C3N3N=NN=C23)CN(C2=CC=CC=C2)C1,6,0,6,0,0,-0.4659,-0.5670,100.00,6,6,100.0,-0.567,-0.382,LOWEST ATTR (INACTIVE): CHEMBL4520047 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=C(Cl)C=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.567 | Prediction: 0.015 | MW: 538.0 | LogP: 4.51,HIGHEST ATTR (INACTIVE): CHEMBL4520490 | SMILES: CC1=CC=C(N2C(=O)/C(=C\C3=CC=C(N(C)C)C=C3)C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C2=S)C=C1 | Attribution: -0.382 | Prediction: 0.014 | MW: 560.6 | LogP: 4.23,,
152,229822,C1NCN(/N=C/C2=CC=CN3N=NN=C23)C/C1=C/C1=CC=CC=C1,6,0,6,0,0,-0.4624,-0.4829,100.00,6,6,100.0,-0.483,-0.436,LOWEST ATTR (INACTIVE): CHEMBL4452947 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.483 | Prediction: 0.014 | MW: 503.5 | LogP: 3.86,HIGHEST ATTR (INACTIVE): CHEMBL4520490 | SMILES: CC1=CC=C(N2C(=O)/C(=C\C3=CC=C(N(C)C)C=C3)C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C2=S)C=C1 | Attribution: -0.436 | Prediction: 0.014 | MW: 560.6 | LogP: 4.23,,
153,231875,C1C[C@@]2(CC3CCCC[C@H]3CC2)CC1,6,0,6,0,0,-0.4406,-0.7034,100.00,6,6,100.0,-0.703,-0.285,LOWEST ATTR (INACTIVE): CHEMBL523412 | SMILES: C=C1[C@H]2C[C@@]3(C[C@H](OC(C)=O)[C@@H]4C(C)(C)CCC[C@@]4(C)C3=CC2=O)[C@@H]1OC(C)=O | Attribution: -0.703 | Prediction: 0.008 | MW: 400.5 | LogP: 4.16,HIGHEST ATTR (INACTIVE): CHEMBL448113 | SMILES: C=C1[C@@H]2CC=C3[C@](C2)(C[C@H](O)[C@@H]2C(C)(C)CCC[C@@]32C)[C@@H]1OC(C)=O | Attribution: -0.285 | Prediction: 0.011 | MW: 344.5 | LogP: 4.41,,
154,229824,C1NCN(/N=C/CC2=NN=NN2)C/C1=C/C1=CC=CC=C1,6,0,6,0,0,-0.4391,-0.4725,100.00,6,6,100.0,-0.473,-0.415,LOWEST ATTR (INACTIVE): CHEMBL4452947 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.473 | Prediction: 0.014 | MW: 503.5 | LogP: 3.86,HIGHEST ATTR (INACTIVE): CHEMBL4531601 | SMILES: CN(C)C1=CC=C(/C=C2/C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C(=S)N(C3=CC=C(Cl)C=C3)C2=O)C=C1 | Attribution: -0.415 | Prediction: 0.014 | MW: 581.1 | LogP: 4.57,,
155,229825,C1CNCN(/N=C/C2=CC3=CC=CC=C3N3N=NN=C23)C1,6,0,6,0,0,-0.4322,-0.5075,100.00,6,6,100.0,-0.508,-0.356,LOWEST ATTR (INACTIVE): CHEMBL4520047 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=C(Cl)C=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.508 | Prediction: 0.015 | MW: 538.0 | LogP: 4.51,HIGHEST ATTR (INACTIVE): CHEMBL4520490 | SMILES: CC1=CC=C(N2C(=O)/C(=C\C3=CC=C(N(C)C)C=C3)C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C2=S)C=C1 | Attribution: -0.356 | Prediction: 0.014 | MW: 560.6 | LogP: 4.23,,
156,229823,C1CN(/N=C/C2=CC=CN3N=NN=C23)CN(C2=CC=CC=C2)C1,6,0,6,0,0,-0.4061,-0.5113,100.00,6,6,100.0,-0.511,-0.320,LOWEST ATTR (INACTIVE): CHEMBL4520047 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=C(Cl)C=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.511 | Prediction: 0.015 | MW: 538.0 | LogP: 4.51,HIGHEST ATTR (INACTIVE): CHEMBL4520490 | SMILES: CC1=CC=C(N2C(=O)/C(=C\C3=CC=C(N(C)C)C=C3)C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C2=S)C=C1 | Attribution: -0.320 | Prediction: 0.014 | MW: 560.6 | LogP: 4.23,,
157,229827,C1CN(/N=C/CC2=NN=NN2)CN(C2=CC=CC=C2)C1,6,0,6,0,0,-0.4003,-0.5120,100.00,6,6,100.0,-0.512,-0.323,LOWEST ATTR (INACTIVE): CHEMBL4520047 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=C(Cl)C=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.512 | Prediction: 0.015 | MW: 538.0 | LogP: 4.51,HIGHEST ATTR (INACTIVE): CHEMBL4520490 | SMILES: CC1=CC=C(N2C(=O)/C(=C\C3=CC=C(N(C)C)C=C3)C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C2=S)C=C1 | Attribution: -0.323 | Prediction: 0.014 | MW: 560.6 | LogP: 4.23,,
158,228921,C(C1=CC=CN=C1)[C@@H]1CCCCC1,6,0,6,0,0,-0.3763,-0.5296,100.00,5,6,83.3,-0.530,-0.043,LOWEST ATTR (INACTIVE): CHEMBL2382274 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(Br)[C@H]2OC3=NC=C(C4=CC=C(O)C(Br)=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: -0.530 | Prediction: 0.018 | MW: 591.3 | LogP: 6.89,HIGHEST ATTR (INACTIVE): CHEMBL2382268 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(O)[C@H]2OC3=NC=C(C4=CC=C(O)C=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: -0.043 | Prediction: 0.022 | MW: 449.5 | LogP: 4.73,,
159,229829,C1CNCN(/N=C/C2=CC=CN3N=NN=C23)C1,6,0,6,0,0,-0.3669,-0.4280,100.00,6,6,100.0,-0.428,-0.313,LOWEST ATTR (INACTIVE): CHEMBL4452947 | SMILES: O=C1/C(=C/C2=CC=CC=C2)C(=O)N(C2=CC=CC=C2)C(=S)N1/N=C/C1=CC2=CC=CC=C2N2N=NN=C12 | Attribution: -0.428 | Prediction: 0.014 | MW: 503.5 | LogP: 3.86,HIGHEST ATTR (INACTIVE): CHEMBL4531601 | SMILES: CN(C)C1=CC=C(/C=C2/C(=O)N(/N=C/C3=CC4=CC=CC=C4N4N=NN=C34)C(=S)N(C3=CC=C(Cl)C=C3)C2=O)C=C1 | Attribution: -0.313 | Prediction: 0.014 | MW: 581.1 | LogP: 4.57,,
160,228112,C1=CC=C(C2=NC=CN2CC2=NN=CO2)N=C1,6,0,6,0,0,-0.3342,-0.5327,100.00,5,6,83.3,-0.533,-0.068,LOWEST ATTR (INACTIVE): CHEMBL3594058 | SMILES: CCC1=CC=NC(C2=NC=CN2CC2=NN=C(C3=CC=C(Cl)C=C3Cl)O2)=C1 | Attribution: -0.533 | Prediction: 0.310 | MW: 400.3 | LogP: 4.91,HIGHEST ATTR (INACTIVE): CHEMBL3594054 | SMILES: CCC1=CC=NC(C2=NC=CN2CC2=NN=C(C3=CC=CC=C3N)O2)=C1 | Attribution: -0.068 | Prediction: 0.109 | MW: 346.4 | LogP: 3.19,,
161,228927,C1C2=CC=CN=C2O[C@@H]2CCCC[C@H]12,6,0,6,0,0,-0.3339,-0.4724,100.00,5,6,83.3,-0.472,-0.042,LOWEST ATTR (INACTIVE): CHEMBL2382274 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(Br)[C@H]2OC3=NC=C(C4=CC=C(O)C(Br)=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: -0.472 | Prediction: 0.018 | MW: 591.3 | LogP: 6.89,HIGHEST ATTR (INACTIVE): CHEMBL2382268 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(O)[C@H]2OC3=NC=C(C4=CC=C(O)C=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: -0.042 | Prediction: 0.022 | MW: 449.5 | LogP: 4.73,,
162,227115,C1=CC=C(C2=NN(C3=C(C4=CC=CC=C4)N=N[Se]3)N=N2)C=C1,6,0,6,0,0,-0.3133,-0.3992,100.00,6,6,100.0,-0.399,-0.165,LOWEST ATTR (INACTIVE): CHEMBL4517491 | SMILES: ClC1=CC=C(C2=C(N3N=NC(C4=CC=CC=C4)=N3)[Se]N=N2)C=C1 | Attribution: -0.399 | Prediction: 0.289 | MW: 387.7 | LogP: 2.50,HIGHEST ATTR (INACTIVE): CHEMBL4436543 | SMILES: COC1=CC=C(C2=C(N3N=NC(C4=CC=C(C)C=C4)=N3)[Se]N=N2)C=C1 | Attribution: -0.165 | Prediction: 0.296 | MW: 397.3 | LogP: 2.16,,
163,227113,C1=CC=C(C2=C(N3N=CN=N3)[Se]N=N2)C=C1,6,0,6,0,0,-0.2656,-0.3755,100.00,6,6,100.0,-0.375,-0.146,LOWEST ATTR (INACTIVE): CHEMBL4517491 | SMILES: ClC1=CC=C(C2=C(N3N=NC(C4=CC=CC=C4)=N3)[Se]N=N2)C=C1 | Attribution: -0.375 | Prediction: 0.289 | MW: 387.7 | LogP: 2.50,HIGHEST ATTR (INACTIVE): CHEMBL4476650 | SMILES: COC1=CC=C(C2=C(N3N=NC(C4=CC=CC=C4)=N3)[Se]N=N2)C=C1 | Attribution: -0.146 | Prediction: 0.293 | MW: 383.3 | LogP: 1.85,,
164,227114,C1=CC=C(C2=NN(C3=CN=N[Se]3)N=N2)C=C1,6,0,6,0,0,-0.2315,-0.3552,100.00,6,6,100.0,-0.355,-0.109,LOWEST ATTR (INACTIVE): CHEMBL4554576 | SMILES: COC1=CC=C(C2=C(N3N=NC(C4=CC=C(Cl)C=C4)=N3)[Se]N=N2)C=C1 | Attribution: -0.355 | Prediction: 0.292 | MW: 417.7 | LogP: 2.51,HIGHEST ATTR (INACTIVE): CHEMBL4436543 | SMILES: COC1=CC=C(C2=C(N3N=NC(C4=CC=C(C)C=C4)=N3)[Se]N=N2)C=C1 | Attribution: -0.109 | Prediction: 0.296 | MW: 397.3 | LogP: 2.16,,
165,228920,C1C=CO[C@@H]2CCCC[C@H]12,6,0,6,0,0,-0.2111,-0.3509,100.00,5,6,83.3,-0.351,0.070,LOWEST ATTR (INACTIVE): CHEMBL2382275 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(Br)[C@H]2OC3=NC=C(C4=CC=C(O)C(Br)=C4Br)C(O)=C3C(=O)[C@@H]12 | Attribution: -0.351 | Prediction: 0.026 | MW: 670.2 | LogP: 7.66,HIGHEST ATTR (INACTIVE): CHEMBL2382268 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(O)[C@H]2OC3=NC=C(C4=CC=C(O)C=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: 0.070 | Prediction: 0.022 | MW: 449.5 | LogP: 4.73,,INACTIVE w/ POS ATTR: CHEMBL2382268 | SMILES: C/C=C/[C@@H]1[C@H]2C[C@@H](C)CC[C@@H]2[C@](C)(O)[C@H]2OC3=NC=C(C4=CC=C(O)C=C4)C(O)=C3C(=O)[C@@H]12 | Attribution: 0.070 | Prediction: 0.022 | MW: 449.5
166,154590,C1C[C@@]2(CCCCC2)CC1,7,1,6,0,0,-0.2058,-0.6060,85.71,6,7,85.7,-0.606,0.733,LOWEST ATTR (INACTIVE): CHEMBL523412 | SMILES: C=C1[C@H]2C[C@@]3(C[C@H](OC(C)=O)[C@@H]4C(C)(C)CCC[C@@]4(C)C3=CC2=O)[C@@H]1OC(C)=O | Attribution: -0.606 | Prediction: 0.008 | MW: 400.5 | LogP: 4.16,HIGHEST ATTR (ACTIVE): CHEMBL3220802 | SMILES: C[C@@]12CC[C@@H]3[C@@](CC[C@H]4[C@@]3(C)CCC[C@@]4(C)C(=O)OCC[N+](C)(C)CC3=CC=CC=C3)(CC1=O)C2 | Attribution: 0.733 | Prediction: 0.608 | MW: 480.7 | LogP: 6.18,,
167,227112,C1=NN(C2=CN=N[Se]2)N=N1,6,0,6,0,0,-0.1085,-0.1955,100.00,3,6,50.0,-0.195,-0.039,LOWEST ATTR (INACTIVE): CHEMBL4517491 | SMILES: ClC1=CC=C(C2=C(N3N=NC(C4=CC=CC=C4)=N3)[Se]N=N2)C=C1 | Attribution: -0.195 | Prediction: 0.289 | MW: 387.7 | LogP: 2.50,HIGHEST ATTR (INACTIVE): CHEMBL4436543 | SMILES: COC1=CC=C(C2=C(N3N=NC(C4=CC=C(C)C=C4)=N3)[Se]N=N2)C=C1 | Attribution: -0.039 | Prediction: 0.296 | MW: 397.3 | LogP: 2.16,,
168,228463,C1=CC=C(NC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1,5,0,5,0,0,-0.7616,-0.7616,100.00,5,5,100.0,-0.762,-0.762,LOWEST ATTR (INACTIVE): CHEMBL1344611 | SMILES: ClC1=CC=C(NC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1 | Attribution: -0.762 | Prediction: 0.013 | MW: 321.8 | LogP: 4.21,HIGHEST ATTR (INACTIVE): CHEMBL3237079 | SMILES: C1=CC=C(NC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1 | Attribution: -0.762 | Prediction: 0.012 | MW: 287.3 | LogP: 3.56,,
169,238073,C1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=NC=N2)C=C1,5,0,5,0,0,-0.7616,-0.7616,100.00,5,5,100.0,-0.762,-0.762,LOWEST ATTR (INACTIVE): CHEMBL282786 | SMILES: ClC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=NC=N2)C(Cl)=C1 | Attribution: -0.762 | Prediction: 0.108 | MW: 373.3 | LogP: 4.38,HIGHEST ATTR (INACTIVE): CHEMBL28006 | SMILES: FC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=NC=N2)C(F)=C1 | Attribution: -0.762 | Prediction: 0.154 | MW: 340.4 | LogP: 3.36,,
170,234695,C1=CC=C2N=C(C3=CC=C4OCOC4=C3)C=CC2=C1,5,0,5,0,0,-0.7616,-0.7616,100.00,5,5,100.0,-0.762,-0.762,LOWEST ATTR (INACTIVE): CHEMBL450563 | SMILES: COC1=CC=C2N=C(C3=CC=C4OCOC4=C3)C=CC2=C1 | Attribution: -0.762 | Prediction: 0.036 | MW: 279.3 | LogP: 3.64,HIGHEST ATTR (INACTIVE): CHEMBL512220 | SMILES: COC1=CC(OC)=C2N=C(C3=CC=C4OCOC4=C3)C=CC2=C1 | Attribution: -0.762 | Prediction: 0.079 | MW: 309.3 | LogP: 3.65,,
171,234638,C1=CC=C([C@@]2(CN3C=NC=N3)COSO2)C=C1,5,0,5,0,0,-0.7575,-0.7616,100.00,5,5,100.0,-0.762,-0.750,LOWEST ATTR (INACTIVE): CHEMBL2051996 | SMILES: O=S1O[C@H](C2=CC=C(Cl)C=C2Cl)[C@](CN2C=NC=N2)(C2=CC=C(Cl)C=C2)O1 | Attribution: -0.762 | Prediction: 0.007 | MW: 444.7 | LogP: 4.50,HIGHEST ATTR (INACTIVE): CHEMBL2051994 | SMILES: O=S1O[C@H](C2=CC=C(Cl)C=C2)[C@](CN2C=NC=N2)(C2=CC=C(Cl)C=C2Cl)O1 | Attribution: -0.750 | Prediction: 0.010 | MW: 444.7 | LogP: 4.50,,
172,228460,C1=CC=C(NC2=NC=NC3=C2C=NN3)C=C1,5,0,5,0,0,-0.7527,-0.7552,100.00,5,5,100.0,-0.755,-0.751,LOWEST ATTR (INACTIVE): CHEMBL3237078 | SMILES: BrC1=CC=C(NC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1 | Attribution: -0.755 | Prediction: 0.012 | MW: 366.2 | LogP: 4.32,HIGHEST ATTR (INACTIVE): CHEMBL3237079 | SMILES: C1=CC=C(NC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1 | Attribution: -0.751 | Prediction: 0.012 | MW: 287.3 | LogP: 3.56,,
173,237357,C1=CC=C(CCC2=NN=C3SCC(C4=CC=CC=C4)=NN23)C=C1,5,0,5,0,0,-0.7434,-0.7554,100.00,5,5,100.0,-0.755,-0.731,LOWEST ATTR (INACTIVE): CHEMBL1835548 | SMILES: OC1=CC=C(CCC2=NN=C3SCC(C4=CC=C(Cl)C=C4)=NN23)C=C1 | Attribution: -0.755 | Prediction: 0.024 | MW: 370.9 | LogP: 3.78,HIGHEST ATTR (INACTIVE): CHEMBL1835451 | SMILES: OC1=CC=C(CCC2=NN=C3SCC(C4=CC=C(F)C=C4)=NN23)C=C1 | Attribution: -0.731 | Prediction: 0.026 | MW: 354.4 | LogP: 3.27,,
174,233582,C1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=CN=C2)C=C1,5,0,5,0,0,-0.7404,-0.7616,100.00,5,5,100.0,-0.762,-0.656,LOWEST ATTR (INACTIVE): CHEMBL28270 | SMILES: ClC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=CN=C2)C=C1 | Attribution: -0.762 | Prediction: 0.201 | MW: 337.9 | LogP: 4.34,HIGHEST ATTR (INACTIVE): CHEMBL28002 | SMILES: FC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=CN=C2)C(F)=C1 | Attribution: -0.656 | Prediction: 0.290 | MW: 339.4 | LogP: 3.96,,
175,238071,C1=CC=C(CNC(CN2C=NC=N2)C2=CC=CC=C2)C=C1,5,0,5,0,0,-0.7053,-0.7174,100.00,5,5,100.0,-0.717,-0.683,LOWEST ATTR (INACTIVE): CHEMBL27544 | SMILES: ClC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=NC=N2)C=C1 | Attribution: -0.717 | Prediction: 0.062 | MW: 338.8 | LogP: 3.73,HIGHEST ATTR (INACTIVE): CHEMBL28006 | SMILES: FC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=NC=N2)C(F)=C1 | Attribution: -0.683 | Prediction: 0.154 | MW: 340.4 | LogP: 3.36,,
176,238070,C1=CC(CN2C=NC=N2)N(CC2=CC=CC=C2)CC1,5,0,5,0,0,-0.7015,-0.7235,100.00,5,5,100.0,-0.724,-0.683,LOWEST ATTR (INACTIVE): CHEMBL282786 | SMILES: ClC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=NC=N2)C(Cl)=C1 | Attribution: -0.724 | Prediction: 0.108 | MW: 373.3 | LogP: 4.38,HIGHEST ATTR (INACTIVE): CHEMBL28006 | SMILES: FC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=NC=N2)C(F)=C1 | Attribution: -0.683 | Prediction: 0.154 | MW: 340.4 | LogP: 3.36,,
177,227784,C1=CC=C(CC2=CN=CO2)C=C1,5,0,5,0,0,-0.6948,-0.7616,100.00,5,5,100.0,-0.762,-0.570,LOWEST ATTR (INACTIVE): CHEMBL523848 | SMILES: CCCCCCCCCCCCCC(=O)OC(C1=CC=C(Br)C=C1)C1=CN=C(SC)O1 | Attribution: -0.762 | Prediction: 0.091 | MW: 510.5 | LogP: 8.49,HIGHEST ATTR (INACTIVE): CHEMBL494596 | SMILES: CCCCCCCCCCCCCC(=O)OC(C1=CC=C2C=CC=CC2=C1)C1=CN=CO1 | Attribution: -0.570 | Prediction: 0.051 | MW: 435.6 | LogP: 8.16,,
178,231524,C1=CC=C(C(N2C=CN=C2)N2C=CN=C2)C=C1,5,0,5,0,0,-0.6692,-0.7499,100.00,5,5,100.0,-0.750,-0.501,LOWEST ATTR (INACTIVE): CHEMBL26072 | SMILES: CC(C1=CC=C(Cl)C=C1)(N1C=CN=C1)N1C=CN=C1 | Attribution: -0.750 | Prediction: 0.021 | MW: 272.7 | LogP: 3.00,HIGHEST ATTR (INACTIVE): CHEMBL287183 | SMILES: CC(C1=CC=CC(OCC2=CC=C(Cl)C=C2)=C1)(N1C=CN=C1)N1C=CN=C1 | Attribution: -0.501 | Prediction: 0.023 | MW: 378.9 | LogP: 4.58,,
179,233579,C1=CC(CN2C=CN=C2)N(CC2=CC=CC=C2)CC1,5,0,5,0,0,-0.6327,-0.6926,100.00,5,5,100.0,-0.693,-0.490,LOWEST ATTR (INACTIVE): CHEMBL27895 | SMILES: ClC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=CN=C2)C(Cl)=C1 | Attribution: -0.693 | Prediction: 0.338 | MW: 372.3 | LogP: 4.99,HIGHEST ATTR (INACTIVE): CHEMBL28002 | SMILES: FC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=CN=C2)C(F)=C1 | Attribution: -0.490 | Prediction: 0.290 | MW: 339.4 | LogP: 3.96,,
180,232822,C1=CC=C(N2CN(CCCN3C=CN=C3)C=N2)C=C1,5,0,5,0,0,-0.5975,-0.7616,100.00,5,5,100.0,-0.762,-0.463,LOWEST ATTR (INACTIVE): CHEMBL2296141 | SMILES: CC1=NN(C2=CC=C([N+](=O)[O-])C=C2F)C(=O)N1CCCN1C=CN=C1 | Attribution: -0.762 | Prediction: 0.044 | MW: 346.3 | LogP: 1.68,HIGHEST ATTR (INACTIVE): CHEMBL2296142 | SMILES: CC1=NN(C2=CC=C(N)C=C2F)C(=O)N1CCCN1C=CN=C1 | Attribution: -0.463 | Prediction: 0.058 | MW: 316.3 | LogP: 1.35,,
181,228461,C1=CC=C(NC2=NC=NC(=C2)NC2=CC=CC=C2)C=C1,5,0,5,0,0,-0.5866,-0.6349,100.00,5,5,100.0,-0.635,-0.545,LOWEST ATTR (INACTIVE): CHEMBL3237078 | SMILES: BrC1=CC=C(NC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1 | Attribution: -0.635 | Prediction: 0.012 | MW: 366.2 | LogP: 4.32,HIGHEST ATTR (INACTIVE): CHEMBL3237079 | SMILES: C1=CC=C(NC2=NC=NC3=C2C=NN3C2=CC=CC=C2)C=C1 | Attribution: -0.545 | Prediction: 0.012 | MW: 287.3 | LogP: 3.56,,
