"query_type","rank","fragment_id","fragment_smiles","pathogen_combination","pathogen_count","total_compounds_both_pathogens","total_tp_count","total_tn_count","overall_avg_attribution","overall_min_attribution","avg_inactivity_rate_percent","pathogen_breakdown"
NEGATIVE SCAFFOLDS,69,8677,C1=CC=C(CNCC2CCCC(CNCC3=CC=CC=C3)C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,33,0,33,-0.5665,-0.7616,100.00,"e_coli: 17 compounds (0 TP, 17 TN) | Avg Attr: -0.529 | Inactivity: 100.00% || s_aureus: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.605 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,70,9219,C1OCCN1C1=CC=C(N2C=CC=N2)C=C1,S. aureus + E. coli (NOT C. albicans),2,33,0,33,-0.3281,-0.7328,100.00,"e_coli: 25 compounds (0 TP, 25 TN) | Avg Attr: -0.404 | Inactivity: 100.00% || s_aureus: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.252 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,71,31669,C1=CC=C(C2=NNC(C3=CC=CC(NC4=CC=NC=C4)=C3)C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,33,0,33,-0.2710,-0.5687,100.00,"e_coli: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.213 | Inactivity: 100.00% || s_aureus: 24 compounds (0 TP, 24 TN) | Avg Attr: -0.329 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,72,19275,C1=CN(COCCO[C@H]2CCCO2)CNC1,S. aureus + E. coli (NOT C. albicans),2,34,2,32,-0.5861,-0.7616,95.00,"e_coli: 20 compounds (2 TP, 18 TN) | Avg Attr: -0.607 | Inactivity: 90.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.565 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,73,31668,C1=CC=C(NCC2=CC=CC(NC3=CC=NC4=CC=CC=C34)=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,32,0,32,-0.5403,-0.7616,100.00,"e_coli: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.487 | Inactivity: 100.00% || s_aureus: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.593 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,74,31675,C1=CC=C(NCC2=CC=CC(NC3=CC=NC=C3)=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,32,0,32,-0.5330,-0.7616,100.00,"e_coli: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.410 | Inactivity: 100.00% || s_aureus: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.656 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,75,31661,C(NC1=CC(C2CC(C3=CC=CC=C3)=NN2C2=CC=CC=C2)=CC=C1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,32,0,32,-0.4587,-0.7616,100.00,"e_coli: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.434 | Inactivity: 100.00% || s_aureus: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.484 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,76,31667,C1=NN(C2=CC=CC=C2)C(C2=CC=CC(NCC3=CC=CC=C3)=C2)C1,S. aureus + E. coli (NOT C. albicans),2,32,0,32,-0.4465,-0.7509,100.00,"e_coli: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.412 | Inactivity: 100.00% || s_aureus: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.481 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,77,31660,C1=CC=C(C2=NN(C3=CC=CC=C3)C(C3=CC=CC(NC4=CC=NC5=CC=CC=C45)=C3)C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,32,0,32,-0.3639,-0.6970,100.00,"e_coli: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.371 | Inactivity: 100.00% || s_aureus: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.357 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,78,31670,C1=NN(C2=CC=CC=C2)C(C2=CC=CC(NC3=CC=NC=C3)=C2)C1,S. aureus + E. coli (NOT C. albicans),2,32,0,32,-0.3099,-0.5908,100.00,"e_coli: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.247 | Inactivity: 100.00% || s_aureus: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.373 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,79,31662,C1=CC=C(C2=NN(C3=CC=CC=C3)C(C3=CC=CC(NC4=CC=NC=C4)=C3)C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,32,0,32,-0.2755,-0.5122,100.00,"e_coli: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.232 | Inactivity: 100.00% || s_aureus: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.319 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,80,21032,C1=NN=CC2=C(N=C3C=CC=CC3=C2)S1,S. aureus + E. coli (NOT C. albicans),2,31,0,31,-0.4095,-0.7616,100.00,"e_coli: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.349 | Inactivity: 100.00% || s_aureus: 18 compounds (0 TP, 18 TN) | Avg Attr: -0.470 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,81,11389,C(OCC1=CC=CC=C1)C1=CSCN1,S. aureus + E. coli (NOT C. albicans),2,30,0,30,-0.7468,-0.7616,100.00,"e_coli: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.761 | Inactivity: 100.00% || s_aureus: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.733 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,82,11390,C(OCC1=CC=CC=C1)C1=CS[C@H]2CCN12,S. aureus + E. coli (NOT C. albicans),2,30,0,30,-0.7260,-0.7616,100.00,"e_coli: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.701 | Inactivity: 100.00% || s_aureus: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.751 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,83,47507,C(CN(CC1=CN=CS1)C1=CC=CC=C1)NC1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,30,0,30,-0.6422,-0.7547,100.00,"e_coli: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.633 | Inactivity: 100.00% || s_aureus: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.651 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,84,13845,C1=CC=C2C(=C1)N=NN2CC1=NN=CO1,S. aureus + E. coli (NOT C. albicans),2,30,0,30,-0.6400,-0.7616,100.00,"e_coli: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.638 | Inactivity: 100.00% || s_aureus: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.642 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,85,47505,C(CNCC1=CN=CS1)NC1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,30,0,30,-0.6177,-0.7616,100.00,"e_coli: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.547 | Inactivity: 100.00% || s_aureus: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.688 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,86,31664,C1=NN(C2=CC=CC=C2)C(C2=CC=CC(NC3=CC=NC4=CC=CC=C34)=C2)C1,S. aureus + E. coli (NOT C. albicans),2,30,0,30,-0.3775,-0.6684,100.00,"e_coli: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.362 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.393 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,87,34788,C1=NC=CC(C2=NNCO2)=C1,S. aureus + E. coli (NOT C. albicans),2,29,0,29,-0.7222,-0.7616,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.758 | Inactivity: 100.00% || s_aureus: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.687 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,88,34800,C(C1NN=C(C2=CC=NC=C2)O1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,29,0,29,-0.6547,-0.7616,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.693 | Inactivity: 100.00% || s_aureus: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.617 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,89,5540,C1=CC=C(C2CCOC3=CC=CC=C32)C=C1,S. aureus + E. coli (NOT C. albicans),2,31,2,29,-0.6436,-0.7616,92.86,"e_coli: 17 compounds (0 TP, 17 TN) | Avg Attr: -0.599 | Inactivity: 100.00% || s_aureus: 14 compounds (2 TP, 12 TN) | Avg Attr: -0.688 | Inactivity: 85.71%"
NEGATIVE SCAFFOLDS,90,41371,C(C1=CC=CC=C1)C1C2C=CC(O2)C1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,29,0,29,-0.6128,-0.7616,100.00,"e_coli: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.728 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.498 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,91,41372,C(C1=CC=CC=C1)C1COCC1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,29,0,29,-0.6049,-0.7402,100.00,"e_coli: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.690 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.520 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,92,11388,C1C[C@@H]2SC=CN12,S. aureus + E. coli (NOT C. albicans),2,29,0,29,-0.5856,-0.7616,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.445 | Inactivity: 100.00% || s_aureus: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.726 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,93,41369,C(C1=CC=CC=C1)C1CC2C=CC1O2,S. aureus + E. coli (NOT C. albicans),2,29,0,29,-0.5839,-0.7616,100.00,"e_coli: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.702 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.466 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,94,11448,C1CC=C2OC3=C(C=CC=C3)C2C1,S. aureus + E. coli (NOT C. albicans),2,29,0,29,-0.5721,-0.7616,100.00,"e_coli: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.566 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.579 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,95,41368,C1=CC=C(C2CCOC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,29,0,29,-0.5560,-0.6598,100.00,"e_coli: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.576 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.536 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,96,41370,C1=CC2OC1CC2C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,29,0,29,-0.5268,-0.6759,100.00,"e_coli: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.562 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.491 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,97,28713,C(CCC1=CC=CC=C1)/C=C/C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.6814,-0.7507,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.721 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.642 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,98,28715,C(/C=C/C1=CC=CC=C1)=CCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.6297,-0.7616,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.758 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.501 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,99,28717,C(/C=C/C1=CC=CC=C1)C(=C/C=C/C1=CC=CC=C1)CC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.6284,-0.7586,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.536 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.721 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,100,28719,C1NC(/C=C/C2=CC=CC=C2)=CC(C2=CC=CC=C2)N1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.6088,-0.7572,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.726 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.491 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,101,28711,C(C=C/C=C/C1=CC=CC=C1)/C=C/C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.6051,-0.7616,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.449 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.762 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,102,28714,C1NCC=C(/C=C/C2=CC=CC=C2)N1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.5915,-0.7616,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.729 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.454 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,103,10562,C1CCN(C2=CC=CC=C2)N1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.5692,-0.7616,100.00,"e_coli: 24 compounds (0 TP, 24 TN) | Avg Attr: -0.738 | Inactivity: 100.00% || s_aureus: 4 compounds (0 TP, 4 TN) | Avg Attr: -0.400 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,104,15973,C1NC[C@@H]1N1C=CN=N1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.5173,-0.7616,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.416 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.618 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,105,11088,C(COC1=CC=CC=C1)CCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.5128,-0.7616,100.00,"e_coli: 18 compounds (0 TP, 18 TN) | Avg Attr: -0.553 | Inactivity: 100.00% || s_aureus: 10 compounds (0 TP, 10 TN) | Avg Attr: -0.472 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,106,28720,C1NC(/C=C/C2=CC=CC=C2)=C(C/C=C/C2=CC=CC=C2)C(C2=CC=CC=C2)N1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.5060,-0.6671,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.439 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.573 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,107,28716,C1NCC(C/C=C/C2=CC=CC=C2)=C(/C=C/C2=CC=CC=C2)N1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.4834,-0.6855,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.448 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.518 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,108,28718,C1NC=C(C/C=C/C2=CC=CC=C2)C(C2=CC=CC=C2)N1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.4832,-0.5971,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.525 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.442 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,109,28712,C1NC=C(C/C=C/C2=CC=CC=C2)CN1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.4632,-0.5828,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.519 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.408 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,110,34807,C1=CC=C2C(C3NN=C(C4=CC=NC=C4)O3)=CNC2=C1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.4553,-0.7437,100.00,"e_coli: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.488 | Inactivity: 100.00% || s_aureus: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.423 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,111,34799,C1=NC=CC(C2=NNC(C3=CNC=C3)O2)=C1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.4346,-0.7176,100.00,"e_coli: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.447 | Inactivity: 100.00% || s_aureus: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.422 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,112,50956,C1=CC2=C(C=C1)OC1=CC=CC=C1CC2,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.4054,-0.6913,100.00,"e_coli: 19 compounds (0 TP, 19 TN) | Avg Attr: -0.524 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.287 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,113,50955,C1=COC2=C(C=CC=C2)CC1,S. aureus + E. coli (NOT C. albicans),2,28,0,28,-0.2792,-0.5079,100.00,"e_coli: 19 compounds (0 TP, 19 TN) | Avg Attr: -0.364 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.195 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,114,11103,C(NC1=CC=CC=C1)SC1=NC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,27,0,27,-0.6111,-0.7041,100.00,"e_coli: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.673 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.549 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,115,11106,C1=NN=C(NC2=CC=CC=C2)SC2=NC=CC=C12,S. aureus + E. coli (NOT C. albicans),2,27,0,27,-0.5664,-0.6964,100.00,"e_coli: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.574 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.559 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,116,10869,C1=NC2=C(CNCN2)C(C2=CN(C3=CC=CC=C3)N=C2)N1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,28,1,27,-0.5215,-0.7079,87.50,"e_coli: 24 compounds (0 TP, 24 TN) | Avg Attr: -0.550 | Inactivity: 100.00% || s_aureus: 4 compounds (1 TP, 3 TN) | Avg Attr: -0.493 | Inactivity: 75.00%"
NEGATIVE SCAFFOLDS,117,20666,C1=CC2=CC(=C1)CCCCCCCC1=CC=CC(=C1)O2,S. aureus + E. coli (NOT C. albicans),2,27,0,27,-0.5023,-0.7616,100.00,"e_coli: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.565 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.440 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,118,10875,C1=NC=CC(C2=CN(C3=CC=CC=C3)N=C2)N1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,27,0,27,-0.4874,-0.6773,100.00,"e_coli: 24 compounds (0 TP, 24 TN) | Avg Attr: -0.610 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.365 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,119,10878,C1=NC2=C(CNCN2)C(C2=CNN=C2)N1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,27,0,27,-0.4546,-0.5899,100.00,"e_coli: 24 compounds (0 TP, 24 TN) | Avg Attr: -0.506 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.404 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,120,34785,C(/C=C\C1=CC=CC=C1)NN=CC1=CC=NC=C1,S. aureus + E. coli (NOT C. albicans),2,27,0,27,-0.3739,-0.6091,100.00,"e_coli: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.424 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.324 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,121,31677,C1=NNC(C2=CC=CC(NC3=CC=NC=C3)=C2)C1,S. aureus + E. coli (NOT C. albicans),2,27,0,27,-0.2809,-0.6619,100.00,"e_coli: 8 compounds (0 TP, 8 TN) | Avg Attr: -0.176 | Inactivity: 100.00% || s_aureus: 19 compounds (0 TP, 19 TN) | Avg Attr: -0.386 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,122,21033,C(NC1=CC=CC=C1)SC1=CC=C2C=CC=CC2=N1,S. aureus + E. coli (NOT C. albicans),2,26,0,26,-0.7144,-0.7616,100.00,"e_coli: 12 compounds (0 TP, 12 TN) | Avg Attr: -0.759 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.670 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,123,21034,C1=NN=C(NC2=CC=CC=C2)SC2=C1C=C1C=CC=CC1=N2,S. aureus + E. coli (NOT C. albicans),2,26,0,26,-0.6481,-0.7616,100.00,"e_coli: 12 compounds (0 TP, 12 TN) | Avg Attr: -0.699 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.597 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,124,13842,C1=CN(CC2=NN=CO2)N=N1,S. aureus + E. coli (NOT C. albicans),2,26,0,26,-0.6186,-0.7616,100.00,"e_coli: 11 compounds (0 TP, 11 TN) | Avg Attr: -0.593 | Inactivity: 100.00% || s_aureus: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.644 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,125,8116,C1NC=CC(C2=CN=CN2)N1,S. aureus + E. coli (NOT C. albicans),2,26,0,26,-0.4656,-0.7616,100.00,"e_coli: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.431 | Inactivity: 100.00% || s_aureus: 11 compounds (0 TP, 11 TN) | Avg Attr: -0.500 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,126,34792,C(C1=CC=NC=C1)OCCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,26,0,26,-0.3953,-0.6029,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.453 | Inactivity: 100.00% || s_aureus: 12 compounds (0 TP, 12 TN) | Avg Attr: -0.338 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,127,34797,C(/C=C\C1=CC=CC=C1)N(CCC1=CC=CC=C1)N=CC1=CC=NC=C1,S. aureus + E. coli (NOT C. albicans),2,26,0,26,-0.3103,-0.7616,100.00,"e_coli: 12 compounds (0 TP, 12 TN) | Avg Attr: -0.210 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.410 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,128,10650,C1=CNSC=C1,S. aureus + E. coli (NOT C. albicans),2,26,1,25,-0.7002,-0.7616,95.46,"e_coli: 11 compounds (1 TP, 10 TN) | Avg Attr: -0.686 | Inactivity: 90.91% || s_aureus: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.715 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,129,10654,C1=CC2=CC=CC=C2SN1,S. aureus + E. coli (NOT C. albicans),2,27,2,25,-0.6813,-0.7616,91.67,"e_coli: 12 compounds (2 TP, 10 TN) | Avg Attr: -0.662 | Inactivity: 83.33% || s_aureus: 15 compounds (0 TP, 15 TN) | Avg Attr: -0.701 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,130,19274,C1CO[C@@H](OC[C@@H]2CCCO2)C1,S. aureus + E. coli (NOT C. albicans),2,25,0,25,-0.5495,-0.7140,100.00,"e_coli: 16 compounds (0 TP, 16 TN) | Avg Attr: -0.643 | Inactivity: 100.00% || s_aureus: 9 compounds (0 TP, 9 TN) | Avg Attr: -0.456 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,131,25578,C1=CCC2C=CNC2=C1,S. aureus + E. coli (NOT C. albicans),2,25,0,25,-0.5079,-0.7616,100.00,"e_coli: 22 compounds (0 TP, 22 TN) | Avg Attr: -0.640 | Inactivity: 100.00% || s_aureus: 3 compounds (0 TP, 3 TN) | Avg Attr: -0.376 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,132,12417,C1C[C@]2(CC2)CCC1,S. aureus + E. coli (NOT C. albicans),2,25,0,25,-0.4470,-0.7616,100.00,"e_coli: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.347 | Inactivity: 100.00% || s_aureus: 11 compounds (0 TP, 11 TN) | Avg Attr: -0.547 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,133,34787,C(/C=C\C1=CC=CC=C1)NCCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,25,0,25,-0.3417,-0.7363,100.00,"e_coli: 11 compounds (0 TP, 11 TN) | Avg Attr: -0.257 | Inactivity: 100.00% || s_aureus: 14 compounds (0 TP, 14 TN) | Avg Attr: -0.426 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,134,14659,C1=CCC[C@@H](C1)C1CC[C@H]2CCCCC2C1,S. aureus + E. coli (NOT C. albicans),2,24,0,24,-0.5691,-0.7616,100.00,"e_coli: 11 compounds (0 TP, 11 TN) | Avg Attr: -0.503 | Inactivity: 100.00% || s_aureus: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.636 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,135,14649,C1=CCC[C@@H](C1)CCC1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,24,0,24,-0.5620,-0.7606,100.00,"e_coli: 11 compounds (0 TP, 11 TN) | Avg Attr: -0.496 | Inactivity: 100.00% || s_aureus: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.628 | Inactivity: 100.00%"
NEGATIVE SCAFFOLDS,136,14661,C1=CCC2CC[C@@H](C[C@@H]2C1)C1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,24,0,24,-0.5144,-0.7616,100.00,"e_coli: 11 compounds (0 TP, 11 TN) | Avg Attr: -0.445 | Inactivity: 100.00% || s_aureus: 13 compounds (0 TP, 13 TN) | Avg Attr: -0.584 | Inactivity: 100.00%"
