rank,fragment_id,fragment_smiles,total_compounds,tp_count,tn_count,fp_count,fn_count,avg_attribution,max_attribution,activity_rate_percent,positive_appearances,total_appearances,positive_consistency_percent,min_attribution_ever,max_attribution_ever,highest_attribution_example,lowest_attribution_example,inactive_positive_attribution_example,active_negative_attribution_example,mol,pathogen,pathogen_class,fragment_type,reliability_score,importance_tier
29,8692,C(CCC1CCCC1)N1CCCC1,46,46,0,0,0,0.7563,0.7616,100.0,46,46,100.0,0.698,0.762,HIGHEST ATTR (ACTIVE): CHEMBL2032114 | SMILES: CC(C)(C)C(=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC1CCCC1)CN(O)C=O | Attribution: 0.762 | Prediction: 0.997 | MW: 395.5 | LogP: 1.71,LOWEST ATTR (ACTIVE): CHEMBL3354611 | SMILES: CC1=CC=C(NC(=O)[C@@H]2C[C@H]3CCCC[C@@H]3N2C(=O)[C@H](CC2CCCC2)CN(O)C=O)N=C1 | Attribution: 0.698 | Prediction: 0.997 | MW: 456.6 | LogP: 3.53,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8270>,SA,Gram+,scaffold,3.8501476017100584,High_Impact
30,2463,C(N/N=C1\CNC=C1)NC1=CC=CC=C1,46,46,0,0,0,0.7548,0.7616,100.0,46,46,100.0,0.652,0.762,HIGHEST ATTR (ACTIVE): CHEMBL3612542 | SMILES: O=C1NC2=C(I)C=CC=C2/C1=N/NC(=S)NC1=CC=C(F)C=C1 | Attribution: 0.762 | Prediction: 0.983 | MW: 440.2 | LogP: 3.07,LOWEST ATTR (ACTIVE): CHEMBL228615 | SMILES: O=C1NC2=CC=C([N+](=O)[O-])C=C2/C1=N/NC(=S)NC1=CC=C(F)C=C1 | Attribution: 0.652 | Prediction: 0.971 | MW: 359.3 | LogP: 2.38,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E82E0>,SA,Gram+,scaffold,3.8501476017100584,High_Impact
31,2465,C(N/N=C1\CNC2=CC=CC=C12)NC1=CC=CC=C1,44,44,0,0,0,0.7256,0.7615,100.0,44,44,100.0,0.68,0.761,HIGHEST ATTR (ACTIVE): CHEMBL228615 | SMILES: O=C1NC2=CC=C([N+](=O)[O-])C=C2/C1=N/NC(=S)NC1=CC=C(F)C=C1 | Attribution: 0.761 | Prediction: 0.971 | MW: 359.3 | LogP: 2.38,LOWEST ATTR (ACTIVE): CHEMBL3612528 | SMILES: O=C1NC2=C(Br)C=CC=C2/C1=N/NC(=S)NC1=CC=C(Br)C=C1 | Attribution: 0.680 | Prediction: 0.984 | MW: 454.1 | LogP: 3.85,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8350>,SA,Gram+,scaffold,3.8066624897703196,High_Impact
32,4829,C1=NC=C(C2=CC=C3SC=NC3=C2)C=N1,44,44,0,0,0,0.7252,0.7616,100.0,44,44,100.0,0.643,0.762,HIGHEST ATTR (ACTIVE): CHEMBL3322027 | SMILES: CCNC(=O)NC1=NC2=CC(C3=CN=C(C4(O)CCOCC4O)N=C3)=CC(C3=CC=CC=N3)=C2S1 | Attribution: 0.762 | Prediction: 0.992 | MW: 492.6 | LogP: 2.93,LOWEST ATTR (ACTIVE): CHEMBL3322034 | SMILES: CCNC(=O)NC1=NC2=CC(C3=CN=C(C(C)(C)O)N=C3)=CC(C3=CC(CN4CCC(C)(O)C4)=CC=N3)=C2S1 | Attribution: 0.643 | Prediction: 0.987 | MW: 547.7 | LogP: 4.14,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E83C0>,SA,Gram+,scaffold,3.8066624897703196,High_Impact
33,4834,C1=CC=C(C2=C3SC=NC3=CC(C3=CN=CN=C3)=C2)N=C1,44,44,0,0,0,0.6997,0.7616,100.0,44,44,100.0,0.619,0.762,HIGHEST ATTR (ACTIVE): CHEMBL3321950 | SMILES: CCNC(=O)NC1=NC2=CC(C3=CN=C(C4(O)CCS(=O)(=O)CC4)N=C3)=CC(C3=CC=CC=N3)=C2S1 | Attribution: 0.762 | Prediction: 0.995 | MW: 524.6 | LogP: 3.35,LOWEST ATTR (ACTIVE): CHEMBL3094353 | SMILES: CCNC(=O)NC1=NC2=CC(C3=CN=C(N4CCC(C(=O)O)(C(F)(F)F)CC4)N=C3)=CC(C3=CC=CC=N3)=C2S1 | Attribution: 0.619 | Prediction: 0.979 | MW: 571.6 | LogP: 5.19,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8430>,SA,Gram+,scaffold,3.8066624897703196,High_Impact
34,4832,C1=CC=C(C2=CC=CC(C3=CN=CN=C3)=C2)N=C1,43,43,0,0,0,0.5806,0.6723,100.0,43,43,100.0,0.439,0.672,HIGHEST ATTR (ACTIVE): CHEMBL3321945 | SMILES: CCNC(=O)NC1=NC2=CC(C3=CN=C(C(O)(CC)CC)N=C3)=CC(C3=CC=CC=N3)=C2S1 | Attribution: 0.672 | Prediction: 0.994 | MW: 462.6 | LogP: 4.96,LOWEST ATTR (ACTIVE): CHEMBL3094363 | SMILES: CCNC(=O)NC1=NC2=CC(C3=CN=C(N4CCCCC4(C)C(=O)O)N=C3)=CC(C3=CC=CC=N3)=C2S1 | Attribution: 0.439 | Prediction: 0.965 | MW: 517.6 | LogP: 4.79,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E84A0>,SA,Gram+,scaffold,3.784189633918261,High_Impact
35,3412,C1=CC=C(CCCN2CC[C@@H](CCCC3=CC=NC=C3)CC2)C=C1,42,42,0,0,0,0.726,0.7616,100.0,42,42,100.0,0.558,0.762,HIGHEST ATTR (ACTIVE): CHEMBL2382343 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=C(F)C=CC=C5F)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.762 | Prediction: 0.980 | MW: 510.6 | LogP: 5.30,LOWEST ATTR (ACTIVE): CHEMBL2382385 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CC(SC)=C5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.558 | Prediction: 0.973 | MW: 520.7 | LogP: 5.75,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8510>,SA,Gram+,scaffold,3.7612001156935624,High_Impact
36,3419,C1=CC=C(C2CC(N3CC[C@@H](CCCC4=CC=NC=C4)CC3)C2)C=C1,41,41,0,0,0,0.7163,0.7596,100.0,41,41,100.0,0.557,0.76,HIGHEST ATTR (ACTIVE): CHEMBL2382357 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CC(C(F)(F)F)=C5F)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.760 | Prediction: 0.961 | MW: 560.6 | LogP: 6.18,LOWEST ATTR (ACTIVE): CHEMBL2382385 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CC(SC)=C5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.557 | Prediction: 0.973 | MW: 520.7 | LogP: 5.75,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8580>,SA,Gram+,scaffold,3.7376696182833684,High_Impact
37,3416,C1=CC=C(CCCN2CC[C@@H](CCCC3=CC=NC4=CC=CC=C34)CC2)C=C1,41,41,0,0,0,0.7035,0.7422,100.0,41,41,100.0,0.55,0.742,HIGHEST ATTR (ACTIVE): CHEMBL2382375 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=C(F)C=CC=C5C(F)(F)F)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.742 | Prediction: 0.973 | MW: 560.6 | LogP: 6.18,LOWEST ATTR (ACTIVE): CHEMBL2382385 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CC(SC)=C5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.550 | Prediction: 0.973 | MW: 520.7 | LogP: 5.75,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E85F0>,SA,Gram+,scaffold,3.7376696182833684,High_Impact
38,1884,C1=CC=C(C=C1)C1=CC2=CC=C3OCOC3=C2C=C1,41,41,0,0,0,0.7001,0.7616,100.0,41,41,100.0,0.307,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4545530 | SMILES: CCC1=CC2=C3C=CC(OC)=C(OC)C3=C(CC(C)C)[N+]3=C2C2=C(C=C4OCOC4=C12)CC3 | Attribution: 0.762 | Prediction: 0.979 | MW: 444.6 | LogP: 5.50,LOWEST ATTR (ACTIVE): CHEMBL4284523 | SMILES: COC1=CC=C2C(=C1OC)C=[N+]1CCC3=C4C(=C5OCOC5=C3)C(CC3=CC=C(C(C)(C)C)C=C3)=CC2=C41 | Attribution: 0.307 | Prediction: 0.929 | MW: 506.6 | LogP: 6.62,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8660>,SA,Gram+,scaffold,3.7376696182833684,High_Impact
39,14278,C1=CC=C2C(CC[C@H]3OCCCO3)=CC=NC2=C1,46,41,5,0,0,0.6884,0.7616,89.13,46,46,100.0,0.107,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4227639 | SMILES: COC1=CC=C2N=CC=C(CC[C@H]3OC[C@H](NCC4=CC=CC(Cl)=C4)CO3)C2=C1 | Attribution: 0.762 | Prediction: 0.917 | MW: 412.9 | LogP: 4.36,LOWEST ATTR (INACTIVE): CHEMBL4759717 | SMILES: COC1=CC=C2N=CC=C(CC[C@H]3OC[C@H](NC(=O)[C@H]4CC[C@H](O)CC4)CO3)C2=C1 | Attribution: 0.107 | Prediction: 0.045 | MW: 414.5 | LogP: 2.58,INACTIVE w/ POS ATTR: CHEMBL4779883 | SMILES: COC1=CC=C2N=CC=C(CC[C@H]3OC[C@H](NC(=O)C4COC5=CC=CC=C5C4)CO3)C2=C1 | Attribution: 0.732 | Prediction: 0.070 | MW: 448.5,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E86D0>,SA,Gram+,scaffold,3.8501476017100584,High_Impact
40,3414,C1=CC=C(C2CC(N3CCCCC3)C2)C=C1,41,41,0,0,0,0.6573,0.7551,100.0,41,41,100.0,0.336,0.755,HIGHEST ATTR (ACTIVE): CHEMBL2382383 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC(C#N)=CC=C5F)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.755 | Prediction: 0.858 | MW: 517.6 | LogP: 5.04,LOWEST ATTR (ACTIVE): CHEMBL4078201 | SMILES: COC1=CC=C2N=CC(F)=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC(F)=CC=C5F)C4)C[C@@H]3C(=O)O)C2=N1 | Attribution: 0.336 | Prediction: 0.993 | MW: 529.6 | LogP: 4.84,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8740>,SA,Gram+,scaffold,3.7376696182833684,High_Impact
41,3409,C(CCC[C@@H]1CCN(CCCC2=CC=CC=C2)CC1)C1=CC=CC=C1,41,41,0,0,0,0.6252,0.7616,100.0,41,41,100.0,0.362,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4064317 | SMILES: COC1=CC=C2N=CC(F)=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=C(F)C=CC=C5F)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.762 | Prediction: 0.990 | MW: 528.6 | LogP: 5.44,LOWEST ATTR (ACTIVE): CHEMBL2382366 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CC(C#N)=C5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.362 | Prediction: 0.658 | MW: 499.6 | LogP: 4.90,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E87B0>,SA,Gram+,scaffold,3.7376696182833684,High_Impact
42,14272,C(CC[C@H]1OCCCO1)C1=CC=CC=C1,46,41,5,0,0,0.607,0.7616,89.13,44,46,95.7,-0.055,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4877845 | SMILES: COC1=CC=C2N=CC(F)=C(C[C@H](O)[C@H]3OC[C@H](NCC4=CC=C5OCCOC5=C4)CO3)C2=C1 | Attribution: 0.762 | Prediction: 0.990 | MW: 470.5 | LogP: 2.59,LOWEST ATTR (INACTIVE): CHEMBL4799154 | SMILES: COC1=CC=C2N=CC=C(CC[C@H]3OC[C@H](NC(=O)[C@H]4CC[C@@H](O)CC4)CO3)C2=C1 | Attribution: -0.055 | Prediction: 0.045 | MW: 414.5 | LogP: 2.58,INACTIVE w/ POS ATTR: CHEMBL4779883 | SMILES: COC1=CC=C2N=CC=C(CC[C@H]3OC[C@H](NC(=O)C4COC5=CC=CC=C5C4)CO3)C2=C1 | Attribution: 0.565 | Prediction: 0.070 | MW: 448.5,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8820>,SA,Gram+,scaffold,3.6845912548365263,High_Impact
43,3407,C1=CC=C(CCCNCCCCCCC2=CC=NC3=CC=CC=C23)C=C1,41,41,0,0,0,0.5947,0.6858,100.0,41,41,100.0,0.363,0.686,HIGHEST ATTR (ACTIVE): CHEMBL4091354 | SMILES: COC1=CC=C2N=CC(F)=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC(F)=CC(F)=C5F)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.686 | Prediction: 0.988 | MW: 546.6 | LogP: 5.58,LOWEST ATTR (ACTIVE): CHEMBL2382366 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CC(C#N)=C5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.363 | Prediction: 0.658 | MW: 499.6 | LogP: 4.90,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8890>,SA,Gram+,scaffold,3.7376696182833684,High_Impact
44,3413,C1=CC=C(C2CC(NCCCCCCC3=CC=NC=C3)C2)C=C1,41,41,0,0,0,0.594,0.6769,100.0,41,41,100.0,0.36,0.677,HIGHEST ATTR (ACTIVE): CHEMBL4091354 | SMILES: COC1=CC=C2N=CC(F)=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC(F)=CC(F)=C5F)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.677 | Prediction: 0.988 | MW: 546.6 | LogP: 5.58,LOWEST ATTR (ACTIVE): CHEMBL2382366 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CC(C#N)=C5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.360 | Prediction: 0.658 | MW: 499.6 | LogP: 4.90,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8900>,SA,Gram+,scaffold,3.7376696182833684,High_Impact
45,3400,C(CCCCCCNCCCC1=CC=CC=C1)C1=CC=CC=C1,41,41,0,0,0,0.5169,0.6931,100.0,41,41,100.0,0.135,0.693,HIGHEST ATTR (ACTIVE): CHEMBL4091354 | SMILES: COC1=CC=C2N=CC(F)=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC(F)=CC(F)=C5F)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.693 | Prediction: 0.988 | MW: 546.6 | LogP: 5.58,LOWEST ATTR (ACTIVE): CHEMBL2382366 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CC(C#N)=C5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.135 | Prediction: 0.658 | MW: 499.6 | LogP: 4.90,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8970>,SA,Gram+,scaffold,3.7376696182833684,High_Impact
46,22022,C1OCCN1C1=CC=C(C=C1)N1CCCC1,40,40,0,0,0,0.74,0.7616,100.0,40,40,100.0,0.641,0.762,HIGHEST ATTR (ACTIVE): CHEMBL128059 | SMILES: C/N=C(\S)NC[C@H]1CN(C2=CC(F)=C3C(=C2)OC[C@@H]2CCCN32)C(=O)O1 | Attribution: 0.762 | Prediction: 0.983 | MW: 380.4 | LogP: 2.02,LOWEST ATTR (ACTIVE): CHEMBL128595 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C3C(=C2)OC[C@@H]2CCCN32)C(=O)O1 | Attribution: 0.641 | Prediction: 0.871 | MW: 331.4 | LogP: 1.51,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E89E0>,SA,Gram+,scaffold,3.713572066704308,High_Impact
47,4801,C1C=C(C2=C(C3=CC=CC=C3)NC=C2)CN1,40,40,0,0,0,0.7357,0.7616,100.0,40,40,100.0,0.577,0.762,HIGHEST ATTR (ACTIVE): CHEMBL476898 | SMILES: CCCCC1=CC=CC2=C1NC(C1=CC=CC=C1)=C2C1=C(Br)C(=O)NC1=O | Attribution: 0.762 | Prediction: 0.996 | MW: 423.3 | LogP: 4.94,LOWEST ATTR (ACTIVE): CHEMBL514850 | SMILES: CCCCCCCCOC1=CC=C(C2=C(C3=C(Br)C(=O)NC3=O)C3=CC=CC=C3N2)C=C1 | Attribution: 0.577 | Prediction: 0.995 | MW: 495.4 | LogP: 6.34,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8A50>,SA,Gram+,scaffold,3.713572066704308,High_Impact
48,3420,C1=CC=C(C2CC(N3CC[C@@H](CCCC4=CC=NC5=CC=CC=C45)CC3)C2)C=C1,40,40,0,0,0,0.6932,0.7342,100.0,40,40,100.0,0.548,0.734,HIGHEST ATTR (ACTIVE): CHEMBL2382375 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=C(F)C=CC=C5C(F)(F)F)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.734 | Prediction: 0.973 | MW: 560.6 | LogP: 6.18,LOWEST ATTR (ACTIVE): CHEMBL2382385 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CC(SC)=C5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.548 | Prediction: 0.973 | MW: 520.7 | LogP: 5.75,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8AC0>,SA,Gram+,scaffold,3.713572066704308,High_Impact
49,1924,C1OCCN1C1=CC=C(N2CCNNCC2)C=C1,40,40,0,0,0,0.6327,0.7616,100.0,40,40,100.0,0.417,0.762,HIGHEST ATTR (ACTIVE): CHEMBL2437198 | SMILES: NC(=O)N1CCN(C2=C(F)C=C(N3C[C@H](CNC4=NOC=C4)OC3=O)C=C2F)CCN1 | Attribution: 0.762 | Prediction: 0.995 | MW: 437.4 | LogP: 1.10,LOWEST ATTR (ACTIVE): CHEMBL2437337 | SMILES: O=C1O[C@@H](CN2C=CN=N2)CN1C1=CC=C(N2CCN3C(=O)C4=CC=CN=C4N3CC2)C(F)=C1 | Attribution: 0.417 | Prediction: 0.984 | MW: 464.5 | LogP: 1.47,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8B30>,SA,Gram+,scaffold,3.713572066704308,High_Impact
50,3418,C(CCC[C@@H]1CCN(C2CC(C3=CC=CC=C3)C2)CC1)C1=CC=CC=C1,40,40,0,0,0,0.6058,0.758,100.0,40,40,100.0,0.267,0.758,HIGHEST ATTR (ACTIVE): CHEMBL4091354 | SMILES: COC1=CC=C2N=CC(F)=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC(F)=CC(F)=C5F)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.758 | Prediction: 0.988 | MW: 546.6 | LogP: 5.58,LOWEST ATTR (ACTIVE): CHEMBL2382366 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CC(C#N)=C5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.267 | Prediction: 0.658 | MW: 499.6 | LogP: 4.90,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8BA0>,SA,Gram+,scaffold,3.713572066704308,High_Impact
51,3417,C1=CC=C(C2CC(NCCCCCCC3=CC=NC4=CC=CC=C34)C2)C=C1,40,40,0,0,0,0.5733,0.677,100.0,40,40,100.0,0.254,0.677,HIGHEST ATTR (ACTIVE): CHEMBL4091354 | SMILES: COC1=CC=C2N=CC(F)=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC(F)=CC(F)=C5F)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.677 | Prediction: 0.988 | MW: 546.6 | LogP: 5.58,LOWEST ATTR (ACTIVE): CHEMBL2382366 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CC(C#N)=C5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.254 | Prediction: 0.658 | MW: 499.6 | LogP: 4.90,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8C10>,SA,Gram+,scaffold,3.713572066704308,High_Impact
52,3410,C(CCCCCCNC1CC(C2=CC=CC=C2)C1)C1=CC=CC=C1,40,40,0,0,0,0.483,0.676,100.0,39,40,97.5,-0.011,0.676,HIGHEST ATTR (ACTIVE): CHEMBL4091354 | SMILES: COC1=CC=C2N=CC(F)=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC(F)=CC(F)=C5F)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: 0.676 | Prediction: 0.988 | MW: 546.6 | LogP: 5.58,LOWEST ATTR (ACTIVE): CHEMBL2382366 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CC(C#N)=C5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: -0.011 | Prediction: 0.658 | MW: 499.6 | LogP: 4.90,,ACTIVE w/ NEG ATTR: CHEMBL2382366 | SMILES: COC1=CC=C2N=CC=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=CC(C#N)=C5)C4)C[C@@H]3C(=O)O)C2=C1 | Attribution: -0.011 | Prediction: 0.658 | MW: 499.6,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8C80>,SA,Gram+,scaffold,3.6207327650367,High_Impact
53,2768,C(=N/N1CCNCC1)\C1=CC=CC=C1,40,40,0,0,0,0.3645,0.4965,100.0,40,40,100.0,0.307,0.497,HIGHEST ATTR (ACTIVE): CHEMBL5280238 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(N3CCN(/N=C/C4=C(Cl)C=CC=C4[N+](=O)[O-])CC3)C(F)=C2)C(=O)O1 | Attribution: 0.497 | Prediction: 0.995 | MW: 518.9 | LogP: 3.00,LOWEST ATTR (ACTIVE): CHEMBL4290705 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(C3=CC=C(/C=N/N4CCN(C(=O)C5=CC=C(Cl)C=C5)CC4)C=C3)C(F)=C2)C(=O)O1 | Attribution: 0.307 | Prediction: 0.997 | MW: 578.0 | LogP: 4.40,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8CF0>,SA,Gram+,scaffold,3.713572066704308,High_Impact
54,8270,C1OCCN1C1=CC=C(N2CCCCC2)C=C1,39,39,0,0,0,0.6677,0.7616,100.0,39,39,100.0,0.442,0.762,HIGHEST ATTR (ACTIVE): CHEMBL5201092 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(N3CCC4(CC3)OCC(C)(C)O4)C(F)=C2)C(=O)O1 | Attribution: 0.762 | Prediction: 0.953 | MW: 421.5 | LogP: 2.41,LOWEST ATTR (ACTIVE): CHEMBL2324521 | SMILES: N#CC1(O)CCN(C2=CC=C(N3C[C@H](CN4C=CN=N4)OC3=O)C=C2F)CC1 | Attribution: 0.442 | Prediction: 0.995 | MW: 386.4 | LogP: 1.30,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8D60>,SA,Gram+,scaffold,3.6888794541139363,High_Impact
55,27263,C1=CC=C(OCC2=NC(C3=CC=CC=C3)=CO2)C=C1,38,38,0,0,0,0.7469,0.7616,100.0,38,38,100.0,0.698,0.762,HIGHEST ATTR (ACTIVE): CHEMBL3098803 | SMILES: C=CCC1=C(C2=CC=C(Cl)C=C2)N=C(COC2=CC=C(F)C(C(N)=O)=C2F)O1 | Attribution: 0.762 | Prediction: 0.985 | MW: 404.8 | LogP: 4.68,LOWEST ATTR (ACTIVE): CHEMBL3098794 | SMILES: COC1=CC=C(C2=COC(COC3=CC=C(F)C(C(N)=O)=C3F)=N2)C=C1 | Attribution: 0.698 | Prediction: 0.896 | MW: 360.3 | LogP: 3.31,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8DD0>,SA,Gram+,scaffold,3.6635616461296463,High_Impact
56,8686,C1OCCN1C1=CC=C([C@H]2CC2)C=C1,38,38,0,0,0,0.7093,0.7616,100.0,38,38,100.0,0.556,0.762,HIGHEST ATTR (ACTIVE): CHEMBL383054 | SMILES: CCC(=O)NC[C@H]1CN(C2=CC(F)=C([C@H]3[C@@H]4CS(=O)(=O)C[C@@H]43)C(F)=C2)C(=O)O1 | Attribution: 0.762 | Prediction: 0.998 | MW: 414.4 | LogP: 1.57,LOWEST ATTR (ACTIVE): CHEMBL204429 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C([C@H]3[C@@H]4CN(CCO)C[C@@H]43)C(F)=C2)C(=O)O1 | Attribution: 0.556 | Prediction: 0.991 | MW: 377.4 | LogP: 0.92,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8E40>,SA,Gram+,scaffold,3.6635616461296463,High_Impact
57,15294,C1=CC=C2C(=C1)C=[N+]1CCC3=CC4=C(OCO4)C4=CC=C2C1=C34,38,38,0,0,0,0.6427,0.7616,100.0,38,38,100.0,0.204,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4166781 | SMILES: COC1=CC=C2C(=C1OCC(=O)C1=CC=C(F)C=C1)C=[N+]1CCC3=C4C(=C5OCOC5=C3)C=CC2=C41 | Attribution: 0.762 | Prediction: 0.870 | MW: 482.5 | LogP: 5.13,LOWEST ATTR (ACTIVE): CHEMBL4288526 | SMILES: COC1=CC=C2C(=C1OC)C=[N+]1CCC3=C4C(=C5OCOC5=C3)C(CC3=CC=CC=C3[N+](=O)[O-])=CC2=C41 | Attribution: 0.204 | Prediction: 0.818 | MW: 495.5 | LogP: 5.23,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8EB0>,SA,Gram+,scaffold,3.6635616461296463,High_Impact
58,1923,C1=CC=C(N2CCNNCC2)C=C1,38,38,0,0,0,0.264,0.4451,100.0,36,38,94.7,0.067,0.445,HIGHEST ATTR (ACTIVE): CHEMBL2437198 | SMILES: NC(=O)N1CCN(C2=C(F)C=C(N3C[C@H](CNC4=NOC=C4)OC3=O)C=C2F)CCN1 | Attribution: 0.445 | Prediction: 0.995 | MW: 437.4 | LogP: 1.10,LOWEST ATTR (ACTIVE): CHEMBL2437335 | SMILES: COC(=S)NC[C@H]1CN(C2=CC=C(N3CCN4C(=O)C5=CC=CN=C5N4CC3)C(F)=C2)C(=O)O1 | Attribution: 0.067 | Prediction: 0.940 | MW: 486.5 | LogP: 1.70,,,<rdkit.Chem.rdchem.Mol object at 0x00000216887E8F20>,SA,Gram+,scaffold,3.469392878884775,High_Impact
