"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","max_attribution","activity_rate_percent","positive_appearances","total_appearances","positive_consistency_percent","min_attribution_ever","max_attribution_ever","highest_attribution_example","lowest_attribution_example","inactive_positive_attribution_example","active_negative_attribution_example"
33,229527,C1=NN(CCCN2C=NN=N2)C=N1,42,42,0,0,0,0.7235,0.7616,100.00,42,42,100.0,0.643,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4456462 | SMILES: OC(CN1C=NC=N1)(CN1N=NN=C1CCN1CCN(C2=C(Cl)C=CC=C2Cl)CC1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.997 | MW: 564.4 | LogP: 2.80,LOWEST ATTR (ACTIVE): CHEMBL4581376 | SMILES: C[C@@H](N1C=NN=N1)[C@](O)(CN1C=NC=N1)C1=CC=CC=C1F | Attribution: 0.643 | Prediction: 0.942 | MW: 303.3 | LogP: 0.55,,
34,227165,C1=CC=C(CCNCC2=CN(CC3=CC=CC=C3)N=N2)C=C1,42,42,0,0,0,0.7066,0.7616,100.00,42,42,100.0,0.626,0.762,HIGHEST ATTR (ACTIVE): CHEMBL1253953 | SMILES: CC(C)N(CC1=CN(CC2=CC=C(C#N)C=C2)N=N1)CC(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.996 | MW: 492.5 | LogP: 2.87,LOWEST ATTR (ACTIVE): CHEMBL1254966 | SMILES: OC(CN(CC1=CN(CC2=C(Cl)C=CC=C2Cl)N=N1)C1CC1)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.626 | Prediction: 0.997 | MW: 534.4 | LogP: 4.06,,
35,227011,C1=CC=C(CNCCCN2C=NC=N2)C=C1,42,42,0,0,0,0.6765,0.7392,100.00,42,42,100.0,0.436,0.739,HIGHEST ATTR (ACTIVE): CHEMBL576835 | SMILES: CC(C)(C)OC(=O)N1C=CC2=CC(CNCC(O)(CN3C=NC=N3)C3=CC=C(Cl)C=C3Cl)=CC=C21 | Attribution: 0.739 | Prediction: 0.985 | MW: 516.4 | LogP: 5.00,LOWEST ATTR (ACTIVE): CHEMBL4204090 | SMILES: O=C1N=C(N(CC2=CC=C(Cl)C(Cl)=C2)CC(O)(CN2C=NC=N2)C2=CC=C(F)C=C2F)C(F)=CN1 | Attribution: 0.436 | Prediction: 0.996 | MW: 525.3 | LogP: 3.68,,
36,227164,C1=CC=C(CN2C=C(CNCCCN3C=NC=N3)N=N2)C=C1,42,42,0,0,0,0.6635,0.7325,100.00,42,42,100.0,0.583,0.732,HIGHEST ATTR (ACTIVE): CHEMBL1253784 | SMILES: CC(C)N(CC1=CN(CC2=CC=CC=C2[N+](=O)[O-])N=N1)CC(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.732 | Prediction: 0.996 | MW: 512.5 | LogP: 2.90,LOWEST ATTR (ACTIVE): CHEMBL1254966 | SMILES: OC(CN(CC1=CN(CC2=C(Cl)C=CC=C2Cl)N=N1)C1CC1)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.583 | Prediction: 0.997 | MW: 534.4 | LogP: 4.06,,
37,228067,C1=CC=C(C(CN2C=NC=N2)CN2N=NN=C2CCN2CCNCC2)C=C1,42,42,0,0,0,0.6632,0.7616,100.00,42,42,100.0,0.539,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4591669 | SMILES: CC(N1N=NN=C1CCN1CCN(C(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.980 | MW: 599.7 | LogP: 3.64,LOWEST ATTR (ACTIVE): CHEMBL4528405 | SMILES: CC(N1N=NN=C1CCN1CCN(C2=C(Cl)C=CC=C2Cl)CC1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.539 | Prediction: 0.988 | MW: 578.5 | LogP: 3.36,,
38,227892,C1=CC=C(C(CN2C=NC=N2)CN2N=NC(CCN3CCNCC3)=N2)C=C1,42,42,0,0,0,0.6625,0.7616,100.00,42,42,100.0,0.534,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4543152 | SMILES: CC(N1N=NC(CCN2CCN(C(C3=CC=CC=C3)C3=CC=CC=C3)CC2)=N1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.978 | MW: 599.7 | LogP: 3.64,LOWEST ATTR (ACTIVE): CHEMBL4590440 | SMILES: CC(N1N=NC(CCN2CCN(C3=C(Cl)C=CC=C3Cl)CC2)=N1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.534 | Prediction: 0.988 | MW: 578.5 | LogP: 3.36,,
39,227172,C1=CC=C(CN2C=C(CNCC(CN3C=NC=N3)C3=CC=CC=C3)N=N2)C=C1,42,42,0,0,0,0.6551,0.7616,100.00,42,42,100.0,0.520,0.762,HIGHEST ATTR (ACTIVE): CHEMBL1254137 | SMILES: CC(C)N(CC1=CN(CC2=CC=C(C(C)(C)C)C=C2)N=N1)CC(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.997 | MW: 523.6 | LogP: 4.29,LOWEST ATTR (ACTIVE): CHEMBL1254966 | SMILES: OC(CN(CC1=CN(CC2=C(Cl)C=CC=C2Cl)N=N1)C1CC1)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.520 | Prediction: 0.997 | MW: 534.4 | LogP: 4.06,,
40,227955,C1=NC(C2=CC=CC=C2)CO1,43,42,1,0,0,0.2567,0.5420,97.67,29,43,67.4,-0.592,0.542,HIGHEST ATTR (ACTIVE): CHEMBL4878685 | SMILES: FC1=CC=CC(C2=CC=C(C3=NC(CN4C=NC=N4)(C4=CC=C(F)C=C4F)CO3)C=C2)=C1 | Attribution: 0.542 | Prediction: 0.872 | MW: 434.4 | LogP: 4.73,LOWEST ATTR (ACTIVE): CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.592 | Prediction: 0.705 | MW: 428.5 | LogP: 4.99,INACTIVE w/ POS ATTR: CHEMBL5088885 | SMILES: C1=CC=C(C2=NC(CN3C=NC=N3)(C3=CC=CC=C3)CO2)C=C1 | Attribution: 0.242 | Prediction: 0.142 | MW: 304.4,ACTIVE w/ NEG ATTR: CHEMBL5169953 | SMILES: N#CC1=CC=CC(C2=CC=C(C3=NC(CN4C=CN=C4)(C4=CC=C(F)C=C4)CO3)S2)=C1 | Attribution: -0.592 | Prediction: 0.705 | MW: 428.5
41,228272,C1=CC=C(C(CN2C=NC=N2)CC2=CNN=N2)C=C1,40,40,0,0,0,0.6994,0.7616,100.00,40,40,100.0,0.553,0.762,HIGHEST ATTR (ACTIVE): CHEMBL5205611 | SMILES: C[C@@H](C1=CN(C2=CC=C(OCC(F)(F)F)N=C2)N=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.994 | MW: 495.4 | LogP: 3.16,LOWEST ATTR (ACTIVE): CHEMBL5199215 | SMILES: C[C@@H](C1=CN(C2=CC=C(C#N)C=C2)N=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.553 | Prediction: 0.983 | MW: 421.4 | LogP: 2.70,,
42,227820,C1=CC=C2[S+]NSC2=C1,40,40,0,0,0,0.6900,0.7616,100.00,40,40,100.0,0.225,0.762,HIGHEST ATTR (ACTIVE): CHEMBL154673 | SMILES: [O-][S+]1C2=C(F)C(F)=C(N3CCOCC3)C(F)=C2SN1CC1=CC=CC=C1 | Attribution: 0.762 | Prediction: 0.931 | MW: 400.4 | LogP: 3.49,LOWEST ATTR (ACTIVE): CHEMBL345667 | SMILES: [O-][S+]1C2=CC=CC=C2SN1C1CCCCCCC1 | Attribution: 0.225 | Prediction: 0.847 | MW: 281.4 | LogP: 4.14,,
43,227624,C1=CC=C(C(CN2C=NC=N2)CN2N=CN=N2)C=C1,39,39,0,0,0,0.7599,0.7616,100.00,39,39,100.0,0.744,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4442896 | SMILES: O=[N+]([O-])C1=CC=C(N2CCN(CCC3=NN(CC(O)(CN4C=NC=N4)C4=CC=C(F)C=C4F)N=N3)CC2)C=C1 | Attribution: 0.762 | Prediction: 0.997 | MW: 540.5 | LogP: 1.40,LOWEST ATTR (ACTIVE): CHEMBL4471151 | SMILES: CC(N1N=NC(CCN2CCN(CC3=CC=CC=C3)CC2)=N1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.744 | Prediction: 0.987 | MW: 523.6 | LogP: 2.05,,
44,227623,C1=NN(CCCN2N=CN=N2)C=N1,39,39,0,0,0,0.7290,0.7616,100.00,39,39,100.0,0.694,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4449659 | SMILES: C[C@H](N1N=NC(CCN2CCN(C3=C(Cl)C=CC=C3Cl)CC2)=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.992 | MW: 578.5 | LogP: 3.36,LOWEST ATTR (ACTIVE): CHEMBL4539865 | SMILES: CC(N1N=NC(CCN2CCN(C3=CC=CC=N3)CC2)=N1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.694 | Prediction: 0.985 | MW: 510.6 | LogP: 1.45,,
45,227887,C1=CC=C(CCN2N=NC(CCN3CCNCC3)=N2)C=C1,39,39,0,0,0,0.7255,0.7616,100.00,39,39,100.0,0.660,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4590191 | SMILES: OC(CN1C=NC=N1)(CN1N=NC(CCN2CCN(CC3=CC=CC=C3)CC2)=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.997 | MW: 509.6 | LogP: 1.49,LOWEST ATTR (ACTIVE): CHEMBL4590440 | SMILES: CC(N1N=NC(CCN2CCN(C3=C(Cl)C=CC=C3Cl)CC2)=N1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.660 | Prediction: 0.988 | MW: 578.5 | LogP: 3.36,,
46,227886,C1=NN(CCCN2N=NC(CCN3CCNCC3)=N2)C=N1,39,39,0,0,0,0.6716,0.7016,100.00,39,39,100.0,0.624,0.702,HIGHEST ATTR (ACTIVE): CHEMBL4551102 | SMILES: CCCCOC1=CC=CC=C1N1CCN(CCC2=NN(CC(O)(CN3C=NC=N3)C3=CC=C(F)C=C3F)N=N2)CC1 | Attribution: 0.702 | Prediction: 0.997 | MW: 567.6 | LogP: 2.67,LOWEST ATTR (ACTIVE): CHEMBL4539865 | SMILES: CC(N1N=NC(CCN2CCN(C3=CC=CC=N3)CC2)=N1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.624 | Prediction: 0.985 | MW: 510.6 | LogP: 1.45,,
47,227883,C1CN(CCC2=NNN=N2)CCN1,39,39,0,0,0,0.2726,0.4781,100.00,39,39,100.0,0.162,0.478,HIGHEST ATTR (ACTIVE): CHEMBL4469419 | SMILES: COC1=CC=CC=C1N1CCN(CCC2=NN(C(C)C(O)(CN3C=NC=N3)C3=CC=C(F)C=C3F)N=N2)CC1 | Attribution: 0.478 | Prediction: 0.987 | MW: 539.6 | LogP: 2.07,LOWEST ATTR (ACTIVE): CHEMBL4462576 | SMILES: OC(CN1C=NC=N1)(CN1N=NC(CCN2CCN(C3=CC=CC=N3)CC2)=N1)C1=CC=C(F)C=C1F | Attribution: 0.162 | Prediction: 0.996 | MW: 496.5 | LogP: 0.89,,
48,227945,C1=CCC(CO[C@H]2CCCCO2)(C1)C[C@H]1CCCC1,38,38,0,0,0,0.7322,0.7616,100.00,38,38,100.0,0.674,0.762,HIGHEST ATTR (ACTIVE): CHEMBL279171 | SMILES: CCC/C=C(\C)C(=O)O[C@H]1C(O)[C@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)C34C(=O)O)O[C@H](C)[C@H]1OC | Attribution: 0.762 | Prediction: 0.949 | MW: 602.8 | LogP: 4.71,LOWEST ATTR (ACTIVE): CHEMBL29909 | SMILES: CO[C@H]1[C@@H]2S[C@@H]2[C@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)C34C(=O)O)O[C@@H]1C | Attribution: 0.674 | Prediction: 0.980 | MW: 490.7 | LogP: 4.17,,
49,229621,C1=CC=C(CCN2N=NN=C2CCN2CCNCC2)C=C1,38,38,0,0,0,0.7250,0.7616,100.00,38,38,100.0,0.662,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4472190 | SMILES: C[C@H](N1N=NN=C1CCN1CCN(CC2=CC=CC=C2)CC1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.993 | MW: 523.6 | LogP: 2.05,LOWEST ATTR (ACTIVE): CHEMBL4528405 | SMILES: CC(N1N=NN=C1CCN1CCN(C2=C(Cl)C=CC=C2Cl)CC1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.662 | Prediction: 0.988 | MW: 578.5 | LogP: 3.36,,
50,229620,C1=NN(CCCN2N=NN=C2CCN2CCNCC2)C=N1,38,38,0,0,0,0.6724,0.7021,100.00,38,38,100.0,0.626,0.702,HIGHEST ATTR (ACTIVE): CHEMBL4453082 | SMILES: CCCCOC1=CC=CC=C1N1CCN(CCC2=NN=NN2CC(O)(CN2C=NC=N2)C2=CC=C(F)C=C2F)CC1 | Attribution: 0.702 | Prediction: 0.997 | MW: 567.6 | LogP: 2.67,LOWEST ATTR (ACTIVE): CHEMBL4537430 | SMILES: CC(N1N=NN=C1CCN1CCN(C2=CC=CC=N2)CC1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.626 | Prediction: 0.985 | MW: 510.6 | LogP: 1.45,,
51,227757,C1=CC=C(C[Se]CC2=CC=CC=C2)C=C1,50,38,12,0,0,0.5066,0.7616,76.00,42,50,84.0,-0.549,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4861632 | SMILES: FC1=CC=C(C(CN2C=NC=N2)[Se]CC2=CC=CC=C2Cl)C(F)=C1 | Attribution: 0.762 | Prediction: 0.845 | MW: 412.7 | LogP: 3.86,LOWEST ATTR (INACTIVE): CHEMBL5403854 | SMILES: ClC1=CC=C(C(CN2C=NN=N2)[Se]C(CN2C=NN=N2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1 | Attribution: -0.549 | Prediction: 0.078 | MW: 563.1 | LogP: 4.16,INACTIVE w/ POS ATTR: CHEMBL4869646 | SMILES: FC1=CC=C(C[Se]C(CN2C=NC=N2)C2=CC=C(Cl)C=C2Cl)C=C1 | Attribution: 0.381 | Prediction: 0.475 | MW: 429.2,
52,125045,C1CC(CO[C@H]2CCCCO2)CCC1,38,38,0,0,0,0.3640,0.5721,100.00,38,38,100.0,0.197,0.572,HIGHEST ATTR (ACTIVE): CHEMBL278459 | SMILES: CCCCCCCCCC(=O)O[C@H]1C(O)[C@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)C34C(=O)O)O[C@H](C)[C@H]1OC | Attribution: 0.572 | Prediction: 0.979 | MW: 646.9 | LogP: 6.10,LOWEST ATTR (ACTIVE): CHEMBL283188 | SMILES: COC[C@H]1O[C@@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)C34C(=O)O)[C@H]2O[C@H]2[C@@H]1OC | Attribution: 0.197 | Prediction: 0.952 | MW: 504.6 | LogP: 3.08,,
53,229617,C1CN(CCC2=NN=NN2)CCN1,38,38,0,0,0,0.2821,0.4838,100.00,38,38,100.0,0.165,0.484,HIGHEST ATTR (ACTIVE): CHEMBL4436544 | SMILES: COC1=CC=CC=C1N1CCN(CCC2=NN=NN2C(C)C(O)(CN2C=NC=N2)C2=CC=C(F)C=C2F)CC1 | Attribution: 0.484 | Prediction: 0.988 | MW: 539.6 | LogP: 2.07,LOWEST ATTR (ACTIVE): CHEMBL4565599 | SMILES: OC(CN1C=NC=N1)(CN1N=NN=C1CCN1CCN(C2=CC=CC(C(F)(F)F)=C2)CC1)C1=CC=C(F)C=C1F | Attribution: 0.165 | Prediction: 0.997 | MW: 563.5 | LogP: 2.51,,
54,228271,C1=CC=C(CCC2=CN(C3=CC=CC=C3)N=N2)C=C1,37,37,0,0,0,0.7485,0.7616,100.00,37,37,100.0,0.686,0.762,HIGHEST ATTR (ACTIVE): CHEMBL5173068 | SMILES: C[C@@H](C1=CN(C2=CC=CC=C2F)N=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.983 | MW: 414.4 | LogP: 2.97,LOWEST ATTR (ACTIVE): CHEMBL5197424 | SMILES: C[C@@H](C1=CN(C2=CC=C(OCC(F)(F)C(F)F)C=C2)N=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.686 | Prediction: 0.993 | MW: 526.4 | LogP: 4.11,,
55,228512,C1=CC=C(CCNCC2=CSC=C2)C=C1,37,37,0,0,0,0.7264,0.7614,100.00,37,37,100.0,0.522,0.761,HIGHEST ATTR (ACTIVE): CHEMBL3261665 | SMILES: C[C@@H](N1CCC2=C(C=C(C3=CC=CN=C3)S2)C1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.761 | Prediction: 0.993 | MW: 467.5 | LogP: 4.01,LOWEST ATTR (ACTIVE): CHEMBL3616816 | SMILES: C[C@@H](N1CC2=C(SC(C3=CC=C(C#N)N=C3)=C2)C1=O)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.522 | Prediction: 0.995 | MW: 492.5 | LogP: 3.48,,
56,228511,C1=NN(CCCNCC2=CSC=C2)C=N1,37,37,0,0,0,0.6934,0.7433,100.00,37,37,100.0,0.564,0.743,HIGHEST ATTR (ACTIVE): CHEMBL3261653 | SMILES: C[C@@H](N1CCC2=C(C=C(C3=CC=C(C(F)(F)F)C=C3)S2)C1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.743 | Prediction: 0.996 | MW: 534.6 | LogP: 5.64,LOWEST ATTR (ACTIVE): CHEMBL3616813 | SMILES: C[C@@H](N1CC2=C(SC(C3=CC=NC=C3)=C2)C1=O)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.564 | Prediction: 0.985 | MW: 467.5 | LogP: 3.61,,
57,228270,C1=CC=C(N2C=C(CCCN3C=NC=N3)N=N2)C=C1,37,37,0,0,0,0.6894,0.7572,100.00,37,37,100.0,0.608,0.757,HIGHEST ATTR (ACTIVE): CHEMBL5201155 | SMILES: C[C@@H](C1=CN(C2=CC=C(OCC(F)(F)C(F)(F)F)C=C2)N=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.757 | Prediction: 0.992 | MW: 544.4 | LogP: 4.40,LOWEST ATTR (ACTIVE): CHEMBL5199215 | SMILES: C[C@@H](C1=CN(C2=CC=C(C#N)C=C2)N=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.608 | Prediction: 0.983 | MW: 421.4 | LogP: 2.70,,
58,228273,C1=CC=C(C(CN2C=NC=N2)CC2=CN(C3=CC=CC=C3)N=N2)C=C1,37,37,0,0,0,0.6872,0.7616,100.00,37,37,100.0,0.564,0.762,HIGHEST ATTR (ACTIVE): CHEMBL5197424 | SMILES: C[C@@H](C1=CN(C2=CC=C(OCC(F)(F)C(F)F)C=C2)N=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.993 | MW: 526.4 | LogP: 4.11,LOWEST ATTR (ACTIVE): CHEMBL5176087 | SMILES: C[C@@H](C1=CN(C2=CC=C(Br)C=C2)N=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.564 | Prediction: 0.989 | MW: 475.3 | LogP: 3.59,,
59,228518,C1=CC=C(C(CN2C=NC=N2)CNCC2=CSC=C2)C=C1,37,37,0,0,0,0.6764,0.7610,100.00,37,37,100.0,0.535,0.761,HIGHEST ATTR (ACTIVE): CHEMBL3616821 | SMILES: COC1=NC=C(C2=CC3=C(S2)C(=O)N([C@H](C)[C@](O)(CN2C=NC=N2)C2=CC=C(F)C=C2F)C3)C=N1 | Attribution: 0.761 | Prediction: 0.987 | MW: 498.5 | LogP: 3.02,LOWEST ATTR (ACTIVE): CHEMBL3616812 | SMILES: C[C@@H](N1CC2=C(SC(C3=CC=CC(C#N)=C3)=C2)C1=O)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.535 | Prediction: 0.988 | MW: 491.5 | LogP: 4.09,,
60,228139,C1=CC=C(OC(CCN2C=CN=C2)C2=CC=CC=C2)C=C1,40,37,3,0,0,0.5153,0.6906,92.50,37,40,92.5,-0.457,0.691,HIGHEST ATTR (ACTIVE): CHEMBL461722 | SMILES: CC1=CC=C(C(CCN2C=CN=C2)OC2=CC=C(C(C)(C)C)C=C2)C=C1 | Attribution: 0.691 | Prediction: 0.708 | MW: 348.5 | LogP: 5.70,LOWEST ATTR (INACTIVE): CHEMBL1641984 | SMILES: CC1=NC=C([N+](=O)[O-])N1CCC(OC1=CC=C(C(F)(F)F)C=C1)C1=CC=CC=C1 | Attribution: -0.457 | Prediction: 0.040 | MW: 405.4 | LogP: 5.33,,
61,227948,C1=CCC(CO[C@H]2CCCCO2)C1,36,36,0,0,0,0.6604,0.7168,100.00,36,36,100.0,0.606,0.717,HIGHEST ATTR (ACTIVE): CHEMBL281255 | SMILES: C/C=C/C=C(/O[C@H]1[C@H](O)[C@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)C34C(=O)O)O[C@H](C)[C@H]1O)C(=O)C(CC)CC | Attribution: 0.717 | Prediction: 0.980 | MW: 642.8 | LogP: 5.24,LOWEST ATTR (ACTIVE): CHEMBL283188 | SMILES: COC[C@H]1O[C@@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)C34C(=O)O)[C@H]2O[C@H]2[C@@H]1OC | Attribution: 0.606 | Prediction: 0.952 | MW: 504.6 | LogP: 3.08,,
62,227947,C1CCC(CO[C@H]2CCCCO2)C1,35,35,0,0,0,0.6135,0.7424,100.00,35,35,100.0,0.432,0.742,HIGHEST ATTR (ACTIVE): CHEMBL1234422 | SMILES: CO[C@@H]1[C@@H](C)O[C@@H](OC[C@@]23C[C@@H]4[C@H](C)CC[C@H]4[C@@]4(C=O)C[C@@H]2C=C(C(C)C)[C@@]34C(=O)O)[C@@H](O)[C@@]12OC(=O)[C@H](CCCCCCCC(=O)O)O2 | Attribution: 0.742 | Prediction: 0.986 | MW: 690.8 | LogP: 4.50,LOWEST ATTR (ACTIVE): CHEMBL295883 | SMILES: CC[C@H]1CO[C@H]2[C@@H]1C[C@H](OCC13C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC1C=C(C(C)C)C34C(=O)O)O[C@@H]2C | Attribution: 0.432 | Prediction: 0.975 | MW: 500.7 | LogP: 5.10,,
63,229625,C1=CC=C(CCN2N=NN=C2CCN2CCN(C3=CC=CC=C3)CC2)C=C1,34,34,0,0,0,0.7192,0.7616,100.00,34,34,100.0,0.682,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4448943 | SMILES: OC(CN1C=NC=N1)(CN1N=NN=C1CCN1CCN(C2=CC=C(CC3=CC=CC=C3)C=C2)CC1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.998 | MW: 585.7 | LogP: 3.09,LOWEST ATTR (ACTIVE): CHEMBL4528405 | SMILES: CC(N1N=NN=C1CCN1CCN(C2=C(Cl)C=CC=C2Cl)CC1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.682 | Prediction: 0.988 | MW: 578.5 | LogP: 3.36,,
64,229623,C1=CC=C(CCN2N=NN=C2CCNCCNC2=CC=CC=C2)C=C1,34,34,0,0,0,0.7174,0.7605,100.00,34,34,100.0,0.679,0.761,HIGHEST ATTR (ACTIVE): CHEMBL4448943 | SMILES: OC(CN1C=NC=N1)(CN1N=NN=C1CCN1CCN(C2=CC=C(CC3=CC=CC=C3)C=C2)CC1)C1=CC=C(F)C=C1F | Attribution: 0.761 | Prediction: 0.998 | MW: 585.7 | LogP: 3.09,LOWEST ATTR (ACTIVE): CHEMBL4528405 | SMILES: CC(N1N=NN=C1CCN1CCN(C2=C(Cl)C=CC=C2Cl)CC1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.679 | Prediction: 0.988 | MW: 578.5 | LogP: 3.36,,
65,230262,C1=CC=C(C[Se]CCN2C=CN=C2)C=C1,34,34,0,0,0,0.7159,0.7616,100.00,34,34,100.0,0.545,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4796075 | SMILES: CC1=CC=C(C[Se]C(CN2C=CN=C2)C2=CC=C(F)C=C2F)C=C1 | Attribution: 0.762 | Prediction: 0.972 | MW: 391.3 | LogP: 4.12,LOWEST ATTR (ACTIVE): CHEMBL5419958 | SMILES: ClC1=CC=C(C(CN2C=CN=C2)[Se]C(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1 | Attribution: 0.545 | Prediction: 0.954 | MW: 559.2 | LogP: 6.58,,
66,230263,C1=CC=C(C[Se]C(CN2C=CN=C2)C2=CC=CC=C2)C=C1,34,34,0,0,0,0.6937,0.7579,100.00,34,34,100.0,0.543,0.758,HIGHEST ATTR (ACTIVE): CHEMBL5395037 | SMILES: CC1=CC=C(C(CN2C=CN=C2)[Se]C(CN2C=CN=C2)C2=CC=C(C)C=C2)C=C1 | Attribution: 0.758 | Prediction: 0.967 | MW: 449.5 | LogP: 4.58,LOWEST ATTR (ACTIVE): CHEMBL4784573 | SMILES: CC1=CC=C(C[Se]C(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1C | Attribution: 0.543 | Prediction: 0.911 | MW: 438.3 | LogP: 5.45,,
67,229622,C1=CC=C(NCCNCCC2=NN=NN2CCCN2C=NC=N2)C=C1,34,34,0,0,0,0.6531,0.7134,100.00,34,34,100.0,0.571,0.713,HIGHEST ATTR (ACTIVE): CHEMBL4448943 | SMILES: OC(CN1C=NC=N1)(CN1N=NN=C1CCN1CCN(C2=CC=C(CC3=CC=CC=C3)C=C2)CC1)C1=CC=C(F)C=C1F | Attribution: 0.713 | Prediction: 0.998 | MW: 585.7 | LogP: 3.09,LOWEST ATTR (ACTIVE): CHEMBL4528405 | SMILES: CC(N1N=NN=C1CCN1CCN(C2=C(Cl)C=CC=C2Cl)CC1)C(O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.571 | Prediction: 0.988 | MW: 578.5 | LogP: 3.36,,
