"query_type","rank","fragment_id","fragment_smiles","pathogen_combination","pathogen_count","total_compounds_both_pathogens","total_tp_count","total_tn_count","overall_avg_attribution","overall_max_attribution","avg_activity_rate_percent","pathogen_breakdown"
POSITIVE SCAFFOLDS,1,355,C1=CC2=C(N=C1)NC=CC2,S. aureus + E. coli (NOT C. albicans),2,622,609,13,0.6759,0.7616,97.60,"e_coli: 270 compounds (257 TP, 13 TN) | Avg Attr: 0.658 | Activity: 95.19% || s_aureus: 352 compounds (352 TP, 0 TN) | Avg Attr: 0.694 | Activity: 100.00%"
POSITIVE SCAFFOLDS,70,1034,C1=CC=C(N2CCCC2)N=C1,S. aureus + E. coli (NOT C. albicans),2,123,123,0,0.4840,0.7616,100.00,"e_coli: 64 compounds (64 TP, 0 TN) | Avg Attr: 0.408 | Activity: 100.00% || s_aureus: 59 compounds (59 TP, 0 TN) | Avg Attr: 0.560 | Activity: 100.00%"
POSITIVE SCAFFOLDS,71,5212,C1=CC=C(C=C1)N(C1CC1)C1=CCNS1,S. aureus + E. coli (NOT C. albicans),2,122,122,0,0.7315,0.7616,100.00,"e_coli: 63 compounds (63 TP, 0 TN) | Avg Attr: 0.721 | Activity: 100.00% || s_aureus: 59 compounds (59 TP, 0 TN) | Avg Attr: 0.742 | Activity: 100.00%"
POSITIVE SCAFFOLDS,72,8220,C(CC1=CSC=N1)NC[C@H]1CCC=CN1,S. aureus + E. coli (NOT C. albicans),2,122,122,0,0.6850,0.7616,100.00,"e_coli: 63 compounds (63 TP, 0 TN) | Avg Attr: 0.740 | Activity: 100.00% || s_aureus: 59 compounds (59 TP, 0 TN) | Avg Attr: 0.630 | Activity: 100.00%"
POSITIVE SCAFFOLDS,73,8221,C(CC1=CSC=N1)N[C@@H]1CN2C=CCC[C@H]12,S. aureus + E. coli (NOT C. albicans),2,122,122,0,0.6800,0.7616,100.00,"e_coli: 63 compounds (63 TP, 0 TN) | Avg Attr: 0.733 | Activity: 100.00% || s_aureus: 59 compounds (59 TP, 0 TN) | Avg Attr: 0.627 | Activity: 100.00%"
POSITIVE SCAFFOLDS,74,1035,C1=CNC2=NC(N3CCCC3)=CC=C2C1,S. aureus + E. coli (NOT C. albicans),2,121,121,0,0.7227,0.7616,100.00,"e_coli: 61 compounds (61 TP, 0 TN) | Avg Attr: 0.714 | Activity: 100.00% || s_aureus: 60 compounds (60 TP, 0 TN) | Avg Attr: 0.731 | Activity: 100.00%"
POSITIVE SCAFFOLDS,75,5206,C1=CC=C(C=C1)NC1=CCNS1,S. aureus + E. coli (NOT C. albicans),2,120,120,0,0.7374,0.7616,100.00,"e_coli: 62 compounds (62 TP, 0 TN) | Avg Attr: 0.741 | Activity: 100.00% || s_aureus: 58 compounds (58 TP, 0 TN) | Avg Attr: 0.734 | Activity: 100.00%"
POSITIVE SCAFFOLDS,76,14608,C1=CC(=CC(N2CCC2)=C1)NC1CC1,S. aureus + E. coli (NOT C. albicans),2,120,120,0,0.5828,0.7216,100.00,"e_coli: 59 compounds (59 TP, 0 TN) | Avg Attr: 0.550 | Activity: 100.00% || s_aureus: 61 compounds (61 TP, 0 TN) | Avg Attr: 0.616 | Activity: 100.00%"
POSITIVE SCAFFOLDS,77,4363,C1=CN(C2CC2)C2=C(C1)C=CC(N1CCCC1)=N2,S. aureus + E. coli (NOT C. albicans),2,119,119,0,0.7216,0.7616,100.00,"e_coli: 62 compounds (62 TP, 0 TN) | Avg Attr: 0.701 | Activity: 100.00% || s_aureus: 57 compounds (57 TP, 0 TN) | Avg Attr: 0.742 | Activity: 100.00%"
POSITIVE SCAFFOLDS,78,4362,C1=CC(N2CCCC2)=NC(=C1)NC1CC1,S. aureus + E. coli (NOT C. albicans),2,118,118,0,0.5842,0.7253,100.00,"e_coli: 61 compounds (61 TP, 0 TN) | Avg Attr: 0.539 | Activity: 100.00% || s_aureus: 57 compounds (57 TP, 0 TN) | Avg Attr: 0.629 | Activity: 100.00%"
POSITIVE SCAFFOLDS,79,2719,C1NCC2(CN1)CC1=C(C=C3ON=CC3=C1)N1CCOC[C@@H]12,S. aureus + E. coli (NOT C. albicans),2,119,117,2,0.6041,0.7616,97.37,"e_coli: 38 compounds (36 TP, 2 TN) | Avg Attr: 0.568 | Activity: 94.74% || s_aureus: 81 compounds (81 TP, 0 TN) | Avg Attr: 0.641 | Activity: 100.00%"
POSITIVE SCAFFOLDS,80,357,C1CCN(C2=NC3=C(CC=CN3)C=C2)C1,S. aureus + E. coli (NOT C. albicans),2,118,113,5,0.6729,0.7616,93.42,"e_coli: 38 compounds (33 TP, 5 TN) | Avg Attr: 0.626 | Activity: 86.84% || s_aureus: 80 compounds (80 TP, 0 TN) | Avg Attr: 0.720 | Activity: 100.00%"
POSITIVE SCAFFOLDS,81,1743,C1=CNC2=C(C1)C=CC(N1CCCCC1)=C2,S. aureus + E. coli (NOT C. albicans),2,114,112,2,0.6824,0.7616,97.92,"e_coli: 48 compounds (46 TP, 2 TN) | Avg Attr: 0.672 | Activity: 95.83% || s_aureus: 66 compounds (66 TP, 0 TN) | Avg Attr: 0.693 | Activity: 100.00%"
POSITIVE SCAFFOLDS,82,5439,C1=CNC2=C(C1)C=CC(N1CCC1)=C2,S. aureus + E. coli (NOT C. albicans),2,109,109,0,0.7270,0.7616,100.00,"e_coli: 55 compounds (55 TP, 0 TN) | Avg Attr: 0.733 | Activity: 100.00% || s_aureus: 54 compounds (54 TP, 0 TN) | Avg Attr: 0.721 | Activity: 100.00%"
POSITIVE SCAFFOLDS,83,2734,C1=NOC2=CC3=C(C=C12)CC[C@H]1COCCN31,S. aureus + E. coli (NOT C. albicans),2,110,109,1,0.5793,0.7616,98.69,"e_coli: 38 compounds (37 TP, 1 TN) | Avg Attr: 0.586 | Activity: 97.37% || s_aureus: 72 compounds (72 TP, 0 TN) | Avg Attr: 0.573 | Activity: 100.00%"
POSITIVE SCAFFOLDS,84,2739,C1NCC2(CN1)CC=CN1CCOC[C@@H]12,S. aureus + E. coli (NOT C. albicans),2,111,109,2,0.4813,0.7616,97.30,"e_coli: 37 compounds (35 TP, 2 TN) | Avg Attr: 0.414 | Activity: 94.59% || s_aureus: 74 compounds (74 TP, 0 TN) | Avg Attr: 0.549 | Activity: 100.00%"
POSITIVE SCAFFOLDS,85,2735,C1=C(CC2=CC=NO2)N2CCOC[C@@H]2CC1,S. aureus + E. coli (NOT C. albicans),2,109,108,1,0.5586,0.7562,98.69,"e_coli: 38 compounds (37 TP, 1 TN) | Avg Attr: 0.586 | Activity: 97.37% || s_aureus: 71 compounds (71 TP, 0 TN) | Avg Attr: 0.532 | Activity: 100.00%"
POSITIVE SCAFFOLDS,86,2727,C1NCC2(CN1)CC1=C(C=CC=C1)N1CCOC[C@@H]12,S. aureus + E. coli (NOT C. albicans),2,115,108,7,0.5571,0.7616,91.86,"e_coli: 43 compounds (36 TP, 7 TN) | Avg Attr: 0.558 | Activity: 83.72% || s_aureus: 72 compounds (72 TP, 0 TN) | Avg Attr: 0.556 | Activity: 100.00%"
POSITIVE SCAFFOLDS,87,1742,C1=CC(N2CCCCC2)=CC(=C1)NC1CC1,S. aureus + E. coli (NOT C. albicans),2,106,106,0,0.5335,0.6844,100.00,"e_coli: 44 compounds (44 TP, 0 TN) | Avg Attr: 0.528 | Activity: 100.00% || s_aureus: 62 compounds (62 TP, 0 TN) | Avg Attr: 0.539 | Activity: 100.00%"
POSITIVE SCAFFOLDS,88,3518,C1CCN(C2=CC=C3CC=CNC3=C2)CC1,S. aureus + E. coli (NOT C. albicans),2,105,105,0,0.7305,0.7616,100.00,"e_coli: 45 compounds (45 TP, 0 TN) | Avg Attr: 0.743 | Activity: 100.00% || s_aureus: 60 compounds (60 TP, 0 TN) | Avg Attr: 0.718 | Activity: 100.00%"
POSITIVE SCAFFOLDS,89,9083,C1=CC=C(OCC2=CC=CC=C2C2=NN=CO2)C=C1,S. aureus + E. coli (NOT C. albicans),2,104,104,0,0.6919,0.7616,100.00,"e_coli: 52 compounds (52 TP, 0 TN) | Avg Attr: 0.696 | Activity: 100.00% || s_aureus: 52 compounds (52 TP, 0 TN) | Avg Attr: 0.688 | Activity: 100.00%"
POSITIVE SCAFFOLDS,90,1744,C1=CN(C2CC2)C2=C(C1)C=CC(N1CCCCC1)=C2,S. aureus + E. coli (NOT C. albicans),2,104,104,0,0.6911,0.7616,100.00,"e_coli: 43 compounds (43 TP, 0 TN) | Avg Attr: 0.663 | Activity: 100.00% || s_aureus: 61 compounds (61 TP, 0 TN) | Avg Attr: 0.719 | Activity: 100.00%"
POSITIVE SCAFFOLDS,91,1155,C1CCN2CC=CN12,S. aureus + E. coli (NOT C. albicans),2,101,101,0,0.5573,0.7616,100.00,"e_coli: 54 compounds (54 TP, 0 TN) | Avg Attr: 0.363 | Activity: 100.00% || s_aureus: 47 compounds (47 TP, 0 TN) | Avg Attr: 0.752 | Activity: 100.00%"
POSITIVE SCAFFOLDS,92,11035,C1=CSC(C2=NN=CN2)=N1,S. aureus + E. coli (NOT C. albicans),2,102,100,2,0.6618,0.7616,97.92,"e_coli: 54 compounds (54 TP, 0 TN) | Avg Attr: 0.703 | Activity: 100.00% || s_aureus: 48 compounds (46 TP, 2 TN) | Avg Attr: 0.620 | Activity: 95.83%"
POSITIVE SCAFFOLDS,93,4014,C1C=CC[C@@H]2CC=CCC12,S. aureus + E. coli (NOT C. albicans),2,100,100,0,0.4869,0.7493,100.00,"e_coli: 45 compounds (45 TP, 0 TN) | Avg Attr: 0.478 | Activity: 100.00% || s_aureus: 55 compounds (55 TP, 0 TN) | Avg Attr: 0.496 | Activity: 100.00%"
POSITIVE SCAFFOLDS,94,436,C(CC1=CSC=N1)NCC1NC=CCS1,S. aureus + E. coli (NOT C. albicans),2,98,98,0,0.6958,0.7616,100.00,"e_coli: 52 compounds (52 TP, 0 TN) | Avg Attr: 0.715 | Activity: 100.00% || s_aureus: 46 compounds (46 TP, 0 TN) | Avg Attr: 0.676 | Activity: 100.00%"
POSITIVE SCAFFOLDS,95,6354,C(CSC1=NC=CC=N1)O[C@@H]1CCCCCCC1,S. aureus + E. coli (NOT C. albicans),2,99,98,1,0.6661,0.7616,98.49,"e_coli: 33 compounds (32 TP, 1 TN) | Avg Attr: 0.645 | Activity: 96.97% || s_aureus: 66 compounds (66 TP, 0 TN) | Avg Attr: 0.687 | Activity: 100.00%"
POSITIVE SCAFFOLDS,96,31806,C1=CC2=C(OCCN2)C(N2CCCC2)=C1,S. aureus + E. coli (NOT C. albicans),2,98,98,0,0.5739,0.6916,100.00,"e_coli: 34 compounds (34 TP, 0 TN) | Avg Attr: 0.529 | Activity: 100.00% || s_aureus: 64 compounds (64 TP, 0 TN) | Avg Attr: 0.619 | Activity: 100.00%"
POSITIVE SCAFFOLDS,97,2741,C1=CC2=C(C=C1)N1CCOC[C@@H]1CC2,S. aureus + E. coli (NOT C. albicans),2,99,98,1,0.5458,0.7616,98.69,"e_coli: 38 compounds (37 TP, 1 TN) | Avg Attr: 0.616 | Activity: 97.37% || s_aureus: 61 compounds (61 TP, 0 TN) | Avg Attr: 0.476 | Activity: 100.00%"
POSITIVE SCAFFOLDS,98,31803,C(N1CCCC1)C1=CNCCO1,S. aureus + E. coli (NOT C. albicans),2,98,98,0,0.4636,0.6462,100.00,"e_coli: 34 compounds (34 TP, 0 TN) | Avg Attr: 0.366 | Activity: 100.00% || s_aureus: 64 compounds (64 TP, 0 TN) | Avg Attr: 0.561 | Activity: 100.00%"
POSITIVE SCAFFOLDS,99,5940,C(NC1=CC=NN1)C1=CC=COC1,S. aureus + E. coli (NOT C. albicans),2,97,97,0,0.6896,0.7616,100.00,"e_coli: 50 compounds (50 TP, 0 TN) | Avg Attr: 0.714 | Activity: 100.00% || s_aureus: 47 compounds (47 TP, 0 TN) | Avg Attr: 0.665 | Activity: 100.00%"
POSITIVE SCAFFOLDS,100,5941,C(NC1=CC=NN1)C1=CC2=CC=CC=C2OC1,S. aureus + E. coli (NOT C. albicans),2,97,97,0,0.6618,0.7616,100.00,"e_coli: 50 compounds (50 TP, 0 TN) | Avg Attr: 0.635 | Activity: 100.00% || s_aureus: 47 compounds (47 TP, 0 TN) | Avg Attr: 0.689 | Activity: 100.00%"
POSITIVE SCAFFOLDS,101,6355,C(CSC1=NC=CC=N1)OCC1CCCCC1,S. aureus + E. coli (NOT C. albicans),2,107,97,10,0.6125,0.7616,87.81,"e_coli: 41 compounds (31 TP, 10 TN) | Avg Attr: 0.557 | Activity: 75.61% || s_aureus: 66 compounds (66 TP, 0 TN) | Avg Attr: 0.668 | Activity: 100.00%"
POSITIVE SCAFFOLDS,102,6356,C(CSC1=NC=CC=N1)OCC[C@@H]1CCCC1,S. aureus + E. coli (NOT C. albicans),2,99,97,2,0.5057,0.6703,96.97,"e_coli: 33 compounds (31 TP, 2 TN) | Avg Attr: 0.490 | Activity: 93.94% || s_aureus: 66 compounds (66 TP, 0 TN) | Avg Attr: 0.522 | Activity: 100.00%"
POSITIVE SCAFFOLDS,103,5942,C(NC1=CC=NN1C1=CC=CC=C1)C1=CC=COC1,S. aureus + E. coli (NOT C. albicans),2,96,96,0,0.6705,0.7616,100.00,"e_coli: 50 compounds (50 TP, 0 TN) | Avg Attr: 0.692 | Activity: 100.00% || s_aureus: 46 compounds (46 TP, 0 TN) | Avg Attr: 0.649 | Activity: 100.00%"
POSITIVE SCAFFOLDS,104,5943,C(NC1=CC=NN1C1=CC=CC=C1)C1=CC2=CC=CC=C2OC1,S. aureus + E. coli (NOT C. albicans),2,96,96,0,0.6238,0.7616,100.00,"e_coli: 50 compounds (50 TP, 0 TN) | Avg Attr: 0.612 | Activity: 100.00% || s_aureus: 46 compounds (46 TP, 0 TN) | Avg Attr: 0.636 | Activity: 100.00%"
POSITIVE SCAFFOLDS,105,523,C1=CC=C(C=C1)C1=CN=CN=C1,S. aureus + E. coli (NOT C. albicans),2,94,94,0,0.5660,0.7537,100.00,"e_coli: 48 compounds (48 TP, 0 TN) | Avg Attr: 0.503 | Activity: 100.00% || s_aureus: 46 compounds (46 TP, 0 TN) | Avg Attr: 0.629 | Activity: 100.00%"
POSITIVE SCAFFOLDS,106,4015,C1C=CC[C@H](CC2=CC=CC=C2)C1,S. aureus + E. coli (NOT C. albicans),2,92,92,0,0.6964,0.7616,100.00,"e_coli: 43 compounds (43 TP, 0 TN) | Avg Attr: 0.692 | Activity: 100.00% || s_aureus: 49 compounds (49 TP, 0 TN) | Avg Attr: 0.700 | Activity: 100.00%"
POSITIVE SCAFFOLDS,107,279,C1C2=CC3CC=CC[C@@H]3C[C@@H]2CC2=C1C=CC=C2,S. aureus + E. coli (NOT C. albicans),2,101,91,10,0.6872,0.7616,88.64,"e_coli: 44 compounds (34 TP, 10 TN) | Avg Attr: 0.637 | Activity: 77.27% || s_aureus: 57 compounds (57 TP, 0 TN) | Avg Attr: 0.737 | Activity: 100.00%"
POSITIVE SCAFFOLDS,108,23775,C1=CC=C(C=C1)NCCNCCCNCC1=CC=CC=N1,S. aureus + E. coli (NOT C. albicans),2,91,91,0,0.6638,0.7616,100.00,"e_coli: 45 compounds (45 TP, 0 TN) | Avg Attr: 0.683 | Activity: 100.00% || s_aureus: 46 compounds (46 TP, 0 TN) | Avg Attr: 0.644 | Activity: 100.00%"
POSITIVE SCAFFOLDS,109,10578,C1=CN(C2CC2)CNC1,S. aureus + E. coli (NOT C. albicans),2,91,91,0,0.6324,0.7616,100.00,"e_coli: 46 compounds (46 TP, 0 TN) | Avg Attr: 0.740 | Activity: 100.00% || s_aureus: 45 compounds (45 TP, 0 TN) | Avg Attr: 0.525 | Activity: 100.00%"
POSITIVE SCAFFOLDS,110,2174,C(NCCCNC1=NC=CS1)C1=CC=CN1,S. aureus + E. coli (NOT C. albicans),2,90,90,0,0.7020,0.7616,100.00,"e_coli: 27 compounds (27 TP, 0 TN) | Avg Attr: 0.673 | Activity: 100.00% || s_aureus: 63 compounds (63 TP, 0 TN) | Avg Attr: 0.731 | Activity: 100.00%"
POSITIVE SCAFFOLDS,111,6379,C1=CC=C(N2C=CCC3=C2C=C(N2CCCC2)C=C3)C=C1,S. aureus + E. coli (NOT C. albicans),2,89,89,0,0.7252,0.7616,100.00,"e_coli: 44 compounds (44 TP, 0 TN) | Avg Attr: 0.734 | Activity: 100.00% || s_aureus: 45 compounds (45 TP, 0 TN) | Avg Attr: 0.716 | Activity: 100.00%"
POSITIVE SCAFFOLDS,112,1103,C1=CCN(C2CC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,89,89,0,0.6365,0.7576,100.00,"e_coli: 46 compounds (46 TP, 0 TN) | Avg Attr: 0.682 | Activity: 100.00% || s_aureus: 43 compounds (43 TP, 0 TN) | Avg Attr: 0.591 | Activity: 100.00%"
POSITIVE SCAFFOLDS,113,6377,C1=CC=C(NC2=CC=CC(N3CCCC3)=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,89,89,0,0.5659,0.6973,100.00,"e_coli: 44 compounds (44 TP, 0 TN) | Avg Attr: 0.527 | Activity: 100.00% || s_aureus: 45 compounds (45 TP, 0 TN) | Avg Attr: 0.605 | Activity: 100.00%"
POSITIVE SCAFFOLDS,114,5216,C1=CC=C2C(=C1)CC1=C(SNC1)N2C1CC1,S. aureus + E. coli (NOT C. albicans),2,87,87,0,0.7013,0.7616,100.00,"e_coli: 44 compounds (44 TP, 0 TN) | Avg Attr: 0.660 | Activity: 100.00% || s_aureus: 43 compounds (43 TP, 0 TN) | Avg Attr: 0.742 | Activity: 100.00%"
POSITIVE SCAFFOLDS,115,5512,C1=CC=C(C=C1)CC1=CSNC1,S. aureus + E. coli (NOT C. albicans),2,87,87,0,0.6687,0.7616,100.00,"e_coli: 40 compounds (40 TP, 0 TN) | Avg Attr: 0.635 | Activity: 100.00% || s_aureus: 47 compounds (47 TP, 0 TN) | Avg Attr: 0.702 | Activity: 100.00%"
POSITIVE SCAFFOLDS,116,8683,C1NC[C@H]2C[C@@H]12,S. aureus + E. coli (NOT C. albicans),2,87,86,1,0.2988,0.5427,99.24,"e_coli: 21 compounds (21 TP, 0 TN) | Avg Attr: 0.244 | Activity: 100.00% || s_aureus: 66 compounds (65 TP, 1 TN) | Avg Attr: 0.353 | Activity: 98.48%"
POSITIVE SCAFFOLDS,117,354,C1CCN(C2=NC=CC=C2)C1,S. aureus + E. coli (NOT C. albicans),2,85,85,0,0.3908,0.6634,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.263 | Activity: 100.00% || s_aureus: 80 compounds (80 TP, 0 TN) | Avg Attr: 0.518 | Activity: 100.00%"
POSITIVE SCAFFOLDS,118,5378,C1=CC2=C(C=N1)OCCO2,S. aureus + E. coli (NOT C. albicans),2,87,85,2,0.3841,0.7616,96.55,"e_coli: 29 compounds (27 TP, 2 TN) | Avg Attr: 0.258 | Activity: 93.10% || s_aureus: 58 compounds (58 TP, 0 TN) | Avg Attr: 0.510 | Activity: 100.00%"
POSITIVE SCAFFOLDS,119,3132,C1CCN(C2=CC=CC=C2)C1,S. aureus + E. coli (NOT C. albicans),2,84,84,0,0.3748,0.6567,100.00,"e_coli: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.258 | Activity: 100.00% || s_aureus: 76 compounds (76 TP, 0 TN) | Avg Attr: 0.492 | Activity: 100.00%"
POSITIVE SCAFFOLDS,120,2175,C(N[C@@H]1CCN(C2=NC=CS2)CC1)C1=CC=CN1,S. aureus + E. coli (NOT C. albicans),2,83,83,0,0.7080,0.7616,100.00,"e_coli: 27 compounds (27 TP, 0 TN) | Avg Attr: 0.682 | Activity: 100.00% || s_aureus: 56 compounds (56 TP, 0 TN) | Avg Attr: 0.734 | Activity: 100.00%"
POSITIVE SCAFFOLDS,121,9241,C1=CC=C(N2C=CCC3=C2C=C(N2CCNCC2)C=C3)C=C1,S. aureus + E. coli (NOT C. albicans),2,83,83,0,0.6939,0.7616,100.00,"e_coli: 39 compounds (39 TP, 0 TN) | Avg Attr: 0.698 | Activity: 100.00% || s_aureus: 44 compounds (44 TP, 0 TN) | Avg Attr: 0.690 | Activity: 100.00%"
POSITIVE SCAFFOLDS,122,4022,C1C=CC[C@@H]2CC3=C(CC12)C=CC=C3,S. aureus + E. coli (NOT C. albicans),2,83,83,0,0.6761,0.7599,100.00,"e_coli: 37 compounds (37 TP, 0 TN) | Avg Attr: 0.660 | Activity: 100.00% || s_aureus: 46 compounds (46 TP, 0 TN) | Avg Attr: 0.692 | Activity: 100.00%"
POSITIVE SCAFFOLDS,123,2173,C(N[C@@H]1CCNCC1)C1=CC=CN1,S. aureus + E. coli (NOT C. albicans),2,83,83,0,0.5019,0.7616,100.00,"e_coli: 27 compounds (27 TP, 0 TN) | Avg Attr: 0.351 | Activity: 100.00% || s_aureus: 56 compounds (56 TP, 0 TN) | Avg Attr: 0.653 | Activity: 100.00%"
POSITIVE SCAFFOLDS,124,17764,C1=CNC2=CC(=CC=C2C1)N1CCCC1,S. aureus + E. coli (NOT C. albicans),2,82,82,0,0.7224,0.7612,100.00,"e_coli: 41 compounds (41 TP, 0 TN) | Avg Attr: 0.720 | Activity: 100.00% || s_aureus: 41 compounds (41 TP, 0 TN) | Avg Attr: 0.725 | Activity: 100.00%"
POSITIVE SCAFFOLDS,125,17771,C1=CN(C2CC2)C2=CC(=CC=C2C1)N1CCCC1,S. aureus + E. coli (NOT C. albicans),2,82,82,0,0.7181,0.7616,100.00,"e_coli: 41 compounds (41 TP, 0 TN) | Avg Attr: 0.704 | Activity: 100.00% || s_aureus: 41 compounds (41 TP, 0 TN) | Avg Attr: 0.732 | Activity: 100.00%"
POSITIVE SCAFFOLDS,126,17763,C1=CC(=CC(=C1)N1CCCC1)NC1CC1,S. aureus + E. coli (NOT C. albicans),2,82,82,0,0.5723,0.6556,100.00,"e_coli: 41 compounds (41 TP, 0 TN) | Avg Attr: 0.547 | Activity: 100.00% || s_aureus: 41 compounds (41 TP, 0 TN) | Avg Attr: 0.597 | Activity: 100.00%"
POSITIVE SCAFFOLDS,127,9240,C1=CC=C(NC2=CC=CC(N3CCNCC3)=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,82,82,0,0.5439,0.6626,100.00,"e_coli: 39 compounds (39 TP, 0 TN) | Avg Attr: 0.572 | Activity: 100.00% || s_aureus: 43 compounds (43 TP, 0 TN) | Avg Attr: 0.516 | Activity: 100.00%"
POSITIVE SCAFFOLDS,128,1158,C(CC1=CSC=N1)N[C@@H]1CN2C=CCN2C1,S. aureus + E. coli (NOT C. albicans),2,81,81,0,0.7202,0.7616,100.00,"e_coli: 42 compounds (42 TP, 0 TN) | Avg Attr: 0.755 | Activity: 100.00% || s_aureus: 39 compounds (39 TP, 0 TN) | Avg Attr: 0.685 | Activity: 100.00%"
POSITIVE SCAFFOLDS,129,1157,C(CC1=CSC=N1)N[C@@H]1CNNC1,S. aureus + E. coli (NOT C. albicans),2,81,81,0,0.5329,0.7616,100.00,"e_coli: 42 compounds (42 TP, 0 TN) | Avg Attr: 0.676 | Activity: 100.00% || s_aureus: 39 compounds (39 TP, 0 TN) | Avg Attr: 0.390 | Activity: 100.00%"
POSITIVE SCAFFOLDS,130,434,C(CC1=CSC=N1)NC1CNC1,S. aureus + E. coli (NOT C. albicans),2,81,81,0,0.5192,0.7616,100.00,"e_coli: 47 compounds (47 TP, 0 TN) | Avg Attr: 0.558 | Activity: 100.00% || s_aureus: 34 compounds (34 TP, 0 TN) | Avg Attr: 0.480 | Activity: 100.00%"
POSITIVE SCAFFOLDS,131,2501,C1=CN=C(N2CCNCC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,81,81,0,0.4562,0.7420,100.00,"e_coli: 40 compounds (40 TP, 0 TN) | Avg Attr: 0.452 | Activity: 100.00% || s_aureus: 41 compounds (41 TP, 0 TN) | Avg Attr: 0.461 | Activity: 100.00%"
POSITIVE SCAFFOLDS,132,10351,C1=CC(N2CCC2)=CC(=C1)NC1CC1,S. aureus + E. coli (NOT C. albicans),2,80,80,0,0.5694,0.7414,100.00,"e_coli: 39 compounds (39 TP, 0 TN) | Avg Attr: 0.528 | Activity: 100.00% || s_aureus: 41 compounds (41 TP, 0 TN) | Avg Attr: 0.611 | Activity: 100.00%"
POSITIVE SCAFFOLDS,133,2737,C1NCC(CN1)CC1=CC2=C(C=C1)ON=C2,S. aureus + E. coli (NOT C. albicans),2,81,80,1,0.4969,0.7027,99.11,"e_coli: 25 compounds (25 TP, 0 TN) | Avg Attr: 0.475 | Activity: 100.00% || s_aureus: 56 compounds (55 TP, 1 TN) | Avg Attr: 0.518 | Activity: 98.21%"
POSITIVE SCAFFOLDS,134,2738,C1=CC2=C(C=C1N1CCOCC1)ON=C2,S. aureus + E. coli (NOT C. albicans),2,87,79,8,0.6359,0.7616,87.88,"e_coli: 33 compounds (25 TP, 8 TN) | Avg Attr: 0.629 | Activity: 75.76% || s_aureus: 54 compounds (54 TP, 0 TN) | Avg Attr: 0.642 | Activity: 100.00%"
POSITIVE SCAFFOLDS,135,2720,C1NCC(CN1)[C@H]1COCCN1C1=CC2=C(C=C1)C=NO2,S. aureus + E. coli (NOT C. albicans),2,81,79,2,0.5965,0.7582,96.00,"e_coli: 25 compounds (23 TP, 2 TN) | Avg Attr: 0.555 | Activity: 92.00% || s_aureus: 56 compounds (56 TP, 0 TN) | Avg Attr: 0.638 | Activity: 100.00%"
POSITIVE SCAFFOLDS,136,2721,C1NCC2(CN1)CC=C(CC1=CC=NO1)N1CCOC[C@@H]12,S. aureus + E. coli (NOT C. albicans),2,81,79,2,0.5795,0.7445,96.00,"e_coli: 25 compounds (23 TP, 2 TN) | Avg Attr: 0.555 | Activity: 92.00% || s_aureus: 56 compounds (56 TP, 0 TN) | Avg Attr: 0.604 | Activity: 100.00%"
POSITIVE SCAFFOLDS,137,10352,C1=CN(C2CC2)C2=C(C1)C=CC(N1CCC1)=C2,S. aureus + E. coli (NOT C. albicans),2,78,78,0,0.7180,0.7616,100.00,"e_coli: 38 compounds (38 TP, 0 TN) | Avg Attr: 0.715 | Activity: 100.00% || s_aureus: 40 compounds (40 TP, 0 TN) | Avg Attr: 0.721 | Activity: 100.00%"
POSITIVE SCAFFOLDS,138,11316,C1CCN1C=CSC1=NC=CS1,S. aureus + E. coli (NOT C. albicans),2,78,78,0,0.5657,0.7612,100.00,"e_coli: 36 compounds (36 TP, 0 TN) | Avg Attr: 0.439 | Activity: 100.00% || s_aureus: 42 compounds (42 TP, 0 TN) | Avg Attr: 0.693 | Activity: 100.00%"
POSITIVE SCAFFOLDS,139,2733,C1NCC2(CN1)CC(=CNC2)CC1=CON=C1,S. aureus + E. coli (NOT C. albicans),2,78,78,0,0.5613,0.7507,100.00,"e_coli: 24 compounds (24 TP, 0 TN) | Avg Attr: 0.532 | Activity: 100.00% || s_aureus: 54 compounds (54 TP, 0 TN) | Avg Attr: 0.590 | Activity: 100.00%"
POSITIVE SCAFFOLDS,140,2731,C1NCC2(CN1)CC1=CC3=C(C=C1NC2)ON=C3,S. aureus + E. coli (NOT C. albicans),2,78,78,0,0.5465,0.7422,100.00,"e_coli: 24 compounds (24 TP, 0 TN) | Avg Attr: 0.522 | Activity: 100.00% || s_aureus: 54 compounds (54 TP, 0 TN) | Avg Attr: 0.571 | Activity: 100.00%"
POSITIVE SCAFFOLDS,141,2740,C1NCC2(CN1)CC1=CC=CC=C1NC2,S. aureus + E. coli (NOT C. albicans),2,81,77,4,0.5146,0.7480,92.86,"e_coli: 28 compounds (24 TP, 4 TN) | Avg Attr: 0.516 | Activity: 85.71% || s_aureus: 53 compounds (53 TP, 0 TN) | Avg Attr: 0.513 | Activity: 100.00%"
