"query_type","rank","fragment_id","fragment_smiles","pathogen_combination","pathogen_count","total_compounds_both_pathogens","total_tp_count","total_tn_count","overall_avg_attribution","overall_max_attribution","avg_activity_rate_percent","pathogen_breakdown"
POSITIVE SUBSTITUENTS,1,2250,N-C-CF,S. aureus + E. coli (NOT C. albicans),2,469,469,0,0.3570,0.3808,100.00,"e_coli: 182 compounds (182 TP, 0 TN) | Avg Attr: 0.350 | Activity: 100.00% || s_aureus: 287 compounds (287 TP, 0 TN) | Avg Attr: 0.364 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,75,1108,C[C@H](N)[C@@H]1CCNC1,S. aureus + E. coli (NOT C. albicans),2,37,37,0,0.1932,0.3808,100.00,"e_coli: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.190 | Activity: 100.00% || s_aureus: 21 compounds (21 TP, 0 TN) | Avg Attr: 0.196 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,76,15317,SC1=CCCN(CC2=CC=CC=C2)C1,S. aureus + E. coli (NOT C. albicans),2,36,36,0,0.3146,0.3652,100.00,"e_coli: 18 compounds (18 TP, 0 TN) | Avg Attr: 0.312 | Activity: 100.00% || s_aureus: 18 compounds (18 TP, 0 TN) | Avg Attr: 0.317 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,77,4747,C[N+]C1=CNC2=CC=CC=C21,S. aureus + E. coli (NOT C. albicans),2,36,36,0,0.3058,0.3285,100.00,"e_coli: 18 compounds (18 TP, 0 TN) | Avg Attr: 0.296 | Activity: 100.00% || s_aureus: 18 compounds (18 TP, 0 TN) | Avg Attr: 0.315 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,78,18286,C[N+]C1=COC2=CC=CC=C12,S. aureus + E. coli (NOT C. albicans),2,36,36,0,0.2931,0.3305,100.00,"e_coli: 18 compounds (18 TP, 0 TN) | Avg Attr: 0.274 | Activity: 100.00% || s_aureus: 18 compounds (18 TP, 0 TN) | Avg Attr: 0.312 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,79,2767,C-C-C(=O)-NCCO,S. aureus + E. coli (NOT C. albicans),2,36,36,0,0.2922,0.3567,100.00,"e_coli: 10 compounds (10 TP, 0 TN) | Avg Attr: 0.295 | Activity: 100.00% || s_aureus: 26 compounds (26 TP, 0 TN) | Avg Attr: 0.290 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,80,59209,O=C1NC=NC2=CC(Cl)=CC=C12,S. aureus + E. coli (NOT C. albicans),2,36,36,0,0.2579,0.3463,100.00,"e_coli: 17 compounds (17 TP, 0 TN) | Avg Attr: 0.307 | Activity: 100.00% || s_aureus: 19 compounds (19 TP, 0 TN) | Avg Attr: 0.208 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,81,6556,C[C@@H](O)[C@@H]1CN(CC(=O)[O-])C1=O,S. aureus + E. coli (NOT C. albicans),2,35,35,0,0.2281,0.3158,100.00,"e_coli: 20 compounds (20 TP, 0 TN) | Avg Attr: 0.224 | Activity: 100.00% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.232 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,82,51008,C=CN-C-C(C(=O)O)-C=O,S. aureus + E. coli (NOT C. albicans),2,35,35,0,0.2030,0.2993,100.00,"e_coli: 17 compounds (17 TP, 0 TN) | Avg Attr: 0.151 | Activity: 100.00% || s_aureus: 18 compounds (18 TP, 0 TN) | Avg Attr: 0.255 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,83,36623,CC[C@@]1(C)CCC[C@@H]1[C@H](C)CO,S. aureus + E. coli (NOT C. albicans),2,35,35,0,0.1915,0.3487,100.00,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.240 | Activity: 100.00% || s_aureus: 21 compounds (21 TP, 0 TN) | Avg Attr: 0.143 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,84,9088,ClC1=CC=C(OCC2=CC=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,34,34,0,0.3376,0.3808,100.00,"e_coli: 17 compounds (17 TP, 0 TN) | Avg Attr: 0.322 | Activity: 100.00% || s_aureus: 17 compounds (17 TP, 0 TN) | Avg Attr: 0.353 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,85,19488,OCC-C-S,S. aureus + E. coli (NOT C. albicans),2,34,34,0,0.2872,0.3496,100.00,"e_coli: 17 compounds (17 TP, 0 TN) | Avg Attr: 0.265 | Activity: 100.00% || s_aureus: 17 compounds (17 TP, 0 TN) | Avg Attr: 0.309 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,86,9744,CC1=NC=C(O)C=N1,S. aureus + E. coli (NOT C. albicans),2,34,34,0,0.1560,0.2463,100.00,"e_coli: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.129 | Activity: 100.00% || s_aureus: 23 compounds (23 TP, 0 TN) | Avg Attr: 0.183 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,87,15439,O=CC(C(=O)O)CNC1CC1,S. aureus + E. coli (NOT C. albicans),2,32,32,0,0.2222,0.3690,100.00,"e_coli: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.133 | Activity: 100.00% || s_aureus: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.311 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,88,5394,NCC1=CC2=C(C=N1)OCCO2,S. aureus + E. coli (NOT C. albicans),2,32,32,0,0.1300,0.1886,100.00,"e_coli: 19 compounds (19 TP, 0 TN) | Avg Attr: 0.140 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.120 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,89,12488,CC#CCCCCC,S. aureus + E. coli (NOT C. albicans),2,31,31,0,0.3808,0.3808,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.381 | Activity: 100.00% || s_aureus: 19 compounds (19 TP, 0 TN) | Avg Attr: 0.381 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,90,38144,C-C(F)-C(N1CCC(N)C1)-N,S. aureus + E. coli (NOT C. albicans),2,31,31,0,0.3272,0.3765,100.00,"e_coli: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.359 | Activity: 100.00% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.295 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,91,36732,N-C-N-CSC1=NN=C(C2=CC=CN=C2)O1,S. aureus + E. coli (NOT C. albicans),2,31,31,0,0.1973,0.2719,100.00,"e_coli: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.179 | Activity: 100.00% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.216 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,92,8890,NCCCNCCCN,S. aureus + E. coli (NOT C. albicans),2,30,30,0,0.3750,0.3808,100.00,"e_coli: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.372 | Activity: 100.00% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.378 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,93,3531,C=C[C@@](C)(/C=C)CCC=C(C)C,S. aureus + E. coli (NOT C. albicans),2,30,30,0,0.3636,0.3808,100.00,"e_coli: 10 compounds (10 TP, 0 TN) | Avg Attr: 0.381 | Activity: 100.00% || s_aureus: 20 compounds (20 TP, 0 TN) | Avg Attr: 0.346 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,94,2927,CC1=NC=C([N+](=O)[O-])N1CC(O)CN(C=O)C=O,S. aureus + E. coli (NOT C. albicans),2,30,30,0,0.2575,0.3397,100.00,"e_coli: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.216 | Activity: 100.00% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.299 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,95,2922,C-C-C-CC(=O)N(CC(O)CN1C([N+](=O)[O-])=CN=C1C)C=O,S. aureus + E. coli (NOT C. albicans),2,30,30,0,0.2069,0.2811,100.00,"e_coli: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.186 | Activity: 100.00% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.228 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,96,4007,C[C@H](O/N=C(\C(N)=O)C1=C(Cl)SC(N)=N1)C(=O)O,S. aureus + E. coli (NOT C. albicans),2,30,30,0,0.1593,0.2388,100.00,"e_coli: 10 compounds (10 TP, 0 TN) | Avg Attr: 0.130 | Activity: 100.00% || s_aureus: 20 compounds (20 TP, 0 TN) | Avg Attr: 0.188 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,97,1964,CC1[C@H](N(C)C)C(=O)C(C(N)=O)=C(O)[C@@]1(O)C=O,S. aureus + E. coli (NOT C. albicans),2,31,30,1,0.1563,0.2430,98.08,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.121 | Activity: 100.00% || s_aureus: 26 compounds (25 TP, 1 TN) | Avg Attr: 0.192 | Activity: 96.15%"
POSITIVE SUBSTITUENTS,98,16071,C=C(\C)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,S. aureus + E. coli (NOT C. albicans),2,29,29,0,0.3138,0.3808,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.378 | Activity: 100.00% || s_aureus: 25 compounds (25 TP, 0 TN) | Avg Attr: 0.249 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,99,24541,CCC1=C(F)C=CC=C1F,S. aureus + E. coli (NOT C. albicans),2,29,29,0,0.2704,0.3808,100.00,"e_coli: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.352 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.189 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,100,119,N[C@@H](C(=O)NCC=O)C1=CC=C(O)C=C1,S. aureus + E. coli (NOT C. albicans),2,29,29,0,0.2485,0.3617,100.00,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.156 | Activity: 100.00% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.341 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,101,82,CC(C)(O/N=C(\C(N)=O)C1=CSC(N)=N1)C(=O)O,S. aureus + E. coli (NOT C. albicans),2,29,29,0,0.1909,0.3220,100.00,"e_coli: 21 compounds (21 TP, 0 TN) | Avg Attr: 0.109 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.273 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,102,9641,[I+],S. aureus + E. coli (NOT C. albicans),2,28,28,0,0.3090,0.3405,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.329 | Activity: 100.00% || s_aureus: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.289 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,103,9244,C-C(F)-C(N1CC(C)NC(C)C1)-C,S. aureus + E. coli (NOT C. albicans),2,28,28,0,0.2907,0.3753,100.00,"e_coli: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.367 | Activity: 100.00% || s_aureus: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.214 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,104,7614,NC1CNC1,S. aureus + E. coli (NOT C. albicans),2,28,28,0,0.2114,0.3786,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.193 | Activity: 100.00% || s_aureus: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.230 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,105,6964,NC1=NC(N)=C2C=C(S)C=CC2=N1,S. aureus + E. coli (NOT C. albicans),2,28,28,0,0.1509,0.2075,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.140 | Activity: 100.00% || s_aureus: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.162 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,106,12562,C-C(F)-C(N1CCCC1)-C,S. aureus + E. coli (NOT C. albicans),2,28,27,1,0.3322,0.3808,96.16,"e_coli: 13 compounds (12 TP, 1 TN) | Avg Attr: 0.348 | Activity: 92.31% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.316 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,107,10595,O=C-N(O)-C=O,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.2951,0.3524,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.320 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.270 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,108,10434,OC1=CC=CC(F)=N1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.2775,0.3349,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.284 | Activity: 100.00% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.271 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,109,121,NC(=O)[C@H](N)C1=CC=C(O)C=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.2238,0.3558,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.163 | Activity: 100.00% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.284 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,110,1443,C-C(C(N)=O)-C(N)-N,S. aureus + E. coli (NOT C. albicans),2,28,27,1,0.1929,0.3394,96.67,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.171 | Activity: 100.00% || s_aureus: 15 compounds (14 TP, 1 TN) | Avg Attr: 0.214 | Activity: 93.33%"
POSITIVE SUBSTITUENTS,111,26747,C=C/C(=O)OC(C)CN1C([N+](=O)[O-])=CN=C1C,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.2998,0.3808,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.249 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.351 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,112,26728,CCC(C(F)(F)F)=CC(=O)O,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.2118,0.3032,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.212 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.211 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,113,26879,O=C(O)C1=CN(C2=CC=C(O)C=C2)C2=C(C=C(F)C=C2)C1=O,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.1532,0.2558,100.00,"e_coli: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.119 | Activity: 100.00% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.188 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,114,14316,C=C1\S/C(=N/C2=NC=CS2)NC1=O,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.1365,0.1957,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.137 | Activity: 100.00% || s_aureus: 19 compounds (19 TP, 0 TN) | Avg Attr: 0.136 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,115,54641,C-C(F)-C(N1CCN(C)CC1)-N,S. aureus + E. coli (NOT C. albicans),2,25,25,0,0.3507,0.3808,100.00,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.378 | Activity: 100.00% || s_aureus: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.323 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,116,3677,COC1=CC=C(C(=N)C)C=C1OC,S. aureus + E. coli (NOT C. albicans),2,25,25,0,0.2526,0.3180,100.00,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.263 | Activity: 100.00% || s_aureus: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.242 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,117,10592,O=C-N(O)-C(=O)-NC1CC1,S. aureus + E. coli (NOT C. albicans),2,25,25,0,0.2481,0.3190,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.230 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.267 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,118,46058,NC1=C(F)C=C(F)C=N1,S. aureus + E. coli (NOT C. albicans),2,26,25,1,0.2414,0.3743,92.86,"e_coli: 7 compounds (6 TP, 1 TN) | Avg Attr: 0.314 | Activity: 85.71% || s_aureus: 19 compounds (19 TP, 0 TN) | Avg Attr: 0.169 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,119,37991,CNN-C-C(C(=O)O)-C=O,S. aureus + E. coli (NOT C. albicans),2,25,25,0,0.2239,0.2986,100.00,"e_coli: 19 compounds (19 TP, 0 TN) | Avg Attr: 0.164 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.284 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,120,32188,CCN1C=CC(=O)C2=CC(Br)=C(C)N=C21,S. aureus + E. coli (NOT C. albicans),2,25,25,0,0.1606,0.2369,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.186 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.135 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,121,4412,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C[C@H](C)[C@H]12,S. aureus + E. coli (NOT C. albicans),2,25,25,0,0.1122,0.1557,100.00,"e_coli: 9 compounds (9 TP, 0 TN) | Avg Attr: 0.109 | Activity: 100.00% || s_aureus: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.116 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,122,60951,C-N-C(N)-N,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.3655,0.3808,100.00,"e_coli: 21 compounds (21 TP, 0 TN) | Avg Attr: 0.359 | Activity: 100.00% || s_aureus: 3 compounds (3 TP, 0 TN) | Avg Attr: 0.372 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,123,62842,C-C(F)-C(N1CCC(N)C1)-C,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.3557,0.3800,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.376 | Activity: 100.00% || s_aureus: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.336 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,124,27888,CC(=O)OCCCS,S. aureus + E. coli (NOT C. albicans),2,26,24,2,0.3460,0.3789,91.67,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.331 | Activity: 100.00% || s_aureus: 12 compounds (10 TP, 2 TN) | Avg Attr: 0.361 | Activity: 83.33%"
POSITIVE SUBSTITUENTS,125,32187,C-C(Br)-C(C)-N,S. aureus + E. coli (NOT C. albicans),2,25,24,1,0.3449,0.3808,96.16,"e_coli: 13 compounds (12 TP, 1 TN) | Avg Attr: 0.362 | Activity: 92.31% || s_aureus: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.328 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,126,30380,CCN(C)CC1=CC=C(OC)C(=C1)O,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.3096,0.3698,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.293 | Activity: 100.00% || s_aureus: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.326 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,127,26773,CC1CC[C@@H](O)C[C@H]1CCO,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.3076,0.3808,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.329 | Activity: 100.00% || s_aureus: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.286 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,128,46735,CCC1=CC=CO1,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.2998,0.3706,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.313 | Activity: 100.00% || s_aureus: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.286 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,129,33881,NCCCNCC1=CC=C(Cl)C(Cl)=C1,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.2891,0.3808,100.00,"e_coli: 10 compounds (10 TP, 0 TN) | Avg Attr: 0.305 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.273 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,130,62493,O=CNNC(=O)C1=CC=C(C2=CC=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.2565,0.3130,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.289 | Activity: 100.00% || s_aureus: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.224 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,131,30382,CCN(C)CC-C-C-COC,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.2464,0.3055,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.277 | Activity: 100.00% || s_aureus: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.216 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,132,26768,C[C@]12CC[C@@H](O)C[C@H]1C[C@@H](O)C[C@@H]2CCO,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.2318,0.2734,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.211 | Activity: 100.00% || s_aureus: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.253 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,133,34,N[C@@H]1[C@@H](O)[C@@H](O)O[C@H](CO)[C@H]1O,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.1786,0.2951,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.161 | Activity: 100.00% || s_aureus: 18 compounds (18 TP, 0 TN) | Avg Attr: 0.196 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,134,2925,C-C-CC(=O)N(CC(O)CN1C([N+](=O)[O-])=CN=C1C)C=O,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.1729,0.2489,100.00,"e_coli: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.154 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.192 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,135,14252,CCC1=CC=NC2=CC=C(OC)N=C12,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.1631,0.2389,100.00,"e_coli: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.146 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.180 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,136,15262,O=C(O)C1=CN(C2=CC=C(O)C=C2)C2=C(C=C(F)C=N2)C1=O,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.1412,0.2115,100.00,"e_coli: 10 compounds (10 TP, 0 TN) | Avg Attr: 0.124 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.158 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,137,4032,C/C(=N)C1=C(O)[C@H](N)[C@@H]2CC3=C(C(=O)[C@]2(O)C1=O)C(O)=C1C(O)=C(C)C=CC1=C3C,S. aureus + E. coli (NOT C. albicans),2,24,24,0,0.1357,0.1932,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.149 | Activity: 100.00% || s_aureus: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.123 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,138,27889,CSCCCOC(C)=O,S. aureus + E. coli (NOT C. albicans),2,23,23,0,0.3399,0.3622,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.349 | Activity: 100.00% || s_aureus: 10 compounds (10 TP, 0 TN) | Avg Attr: 0.331 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,139,45982,C-C-C(C1=NCCN1)-C,S. aureus + E. coli (NOT C. albicans),2,23,23,0,0.3369,0.3808,100.00,"e_coli: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.297 | Activity: 100.00% || s_aureus: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.376 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,140,59272,O=CCNC1=CC=[N+](CC2=CC=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,23,23,0,0.3281,0.3808,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.291 | Activity: 100.00% || s_aureus: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.365 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,141,14158,CCN(CC)C1=CC=C2C=CC(=O)OC2=C1,S. aureus + E. coli (NOT C. albicans),2,23,23,0,0.2710,0.3666,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.330 | Activity: 100.00% || s_aureus: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.212 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,142,12049,CNCCCN1C=CC2=C1C=CC=[N+]2C,S. aureus + E. coli (NOT C. albicans),2,23,23,0,0.2275,0.3227,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.161 | Activity: 100.00% || s_aureus: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.294 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,143,545,CN(C)C1CCNC1,S. aureus + E. coli (NOT C. albicans),2,23,23,0,0.2116,0.3664,100.00,"e_coli: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.178 | Activity: 100.00% || s_aureus: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.245 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,144,21212,COC1=CC(F)=CC2=C1N(C1=CC=C(O)C=C1)C=C(C(=O)O)C2=O,S. aureus + E. coli (NOT C. albicans),2,23,23,0,0.1817,0.2578,100.00,"e_coli: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.148 | Activity: 100.00% || s_aureus: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.216 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,145,18862,CC1=NC(=CO1)C(=O)-NC1CC1,S. aureus + E. coli (NOT C. albicans),2,23,23,0,0.1583,0.2596,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.119 | Activity: 100.00% || s_aureus: 18 compounds (18 TP, 0 TN) | Avg Attr: 0.198 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,146,1165,CCCCCCCC[N+](C)(C)CC(N)=O,S. aureus + E. coli (NOT C. albicans),2,23,23,0,0.1279,0.1955,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.117 | Activity: 100.00% || s_aureus: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.139 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,147,1437,C-C/C=N/NC(=N)N,S. aureus + E. coli (NOT C. albicans),2,22,22,0,0.3489,0.3695,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.350 | Activity: 100.00% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.348 | Activity: 100.00%"
